Diff_Out_Magnitude X,Diff_Out_Magnitude Y,Diff_Out_Phase X,Diff_Out_Phase Y
334965.4391578281,48.35347956638494,334965.4391578281,-88.58150478924492
354813.389233576,47.85387636308995,354813.389233576,-88.69052974444212
375837.4042884447,47.35422832019486,375837.4042884447,-88.79522499039726
398107.1705534979,46.85454009757377,398107.1705534979,-88.89593584906707
421696.5034285829,46.35481582407671,421696.5034285829,-88.99299470308674
446683.5921509638,45.85505915187834,446683.5921509638,-89.08672205476978
473151.2589614813,45.35527330459282,473151.2589614813,-89.17742755243459
501187.2336272731,44.85546111977213,501187.2336272731,-89.26541098628836
530884.4442309892,44.35562508633973,530884.4442309892,-89.350963256437
562341.3251903499,43.85576737744266,562341.3251903499,-89.43436731530164
595662.1435290114,43.35588987915176,595662.1435290114,-89.51589908703434
630957.3444801943,42.85599421537768,630957.3444801943,-89.59582836634965
668343.9175686156,42.35608176933457,668343.9175686156,-89.67441969933215
707945.784384139,41.85615370182711,707945.784384139,-89.75193324873356
749894.2093324569,41.35621096660184,749894.2093324569,-89.82862564628226
794328.2347242826,40.85625432296148,794328.2347242826,-89.90475083448699
841395.1416451962,40.3562843458115,841395.1416451962,-89.98056090052842
891250.9381337467,39.85630143326587,891250.9381337467,-90.05630690474649
944060.8762859247,39.35630581191695,944060.8762859247,-90.13223970622434
1000000.000000001,38.85629753983298,1000000.000000001,-90.20861078804876
1059253.72517729,38.35627650732732,1059253.72517729,-90.2856730847955
1122018.454301965,37.85624243550739,1122018.454301965,-90.36368181476738
1188502.22743702,37.35619487258417,1188502.22743702,-90.44289531959893
1258925.411794169,36.85613318789427,1258925.411794169,-90.52357591378966
1333521.432163326,36.35605656355635,1333521.432163326,-90.6059907468106
1412537.544622756,35.85596398365252,1412537.544622756,-90.69041268039287
1496235.656094436,35.35585422079255,1496235.656094436,-90.77712118367972
1584893.192461116,34.85572581988438,1584893.192461116,-90.86640324893291
1678804.018122563,34.35557707890026,1678804.018122563,-90.95855433048371
1778279.410038925,33.8554060263877,1778279.410038925,-91.05387930973787
1883649.089489803,33.35521039542689,1883649.089489803,-91.1526934889287
1995262.314968882,32.8549875937029,1995262.314968882,-91.25532361645465
2113489.03983665,32.35473466929741,2113489.03983665,-91.36210894663714
2238721.138568343,31.85444827175957,2238721.138568343,-91.47340233665167
2371373.705661659,31.35412460795016,2371373.705661659,-91.58957138351565
2511886.431509584,30.85375939209115,2511886.431509584,-91.71099960388902
2660725.059798813,30.35334778937601,2660725.059798813,-91.83808765948613
2818382.931264458,29.8528843524201,2818382.931264458,-91.97125463078237
2985382.618917964,29.35236294973793,2985382.618917964,-92.11093934164371
3162277.660168384,28.85177668533985,3162277.660168384,-92.25760173735975
3349654.391578281,28.35111780843144,3349654.391578281,-92.41172431840626
3548133.892335759,27.85037761208072,3548133.892335759,-92.57381363199859
3758374.042884447,27.34954631958907,3758374.042884447,-92.7444018232391
3981071.705534978,26.84861295715809,3981071.705534978,-92.92404824723791
4216965.034285828,26.34756521128956,4216965.034285828,-93.1133411431241
4466835.921509637,25.84638926918391,4466835.921509637,-93.31289937024995
4731512.589614811,25.34506964021915,4731512.589614811,-93.52337420613877
5011872.33627273,24.84358895639095,5011872.33627273,-93.7454512048003
5308844.442309891,24.34192774937857,5308844.442309891,-93.97985211292352
5623413.251903499,23.84006420167186,5623413.251903499,-94.22733684006425
5956621.435290113,23.33797386894846,5956621.435290113,-94.48870547731985
6309573.444801942,22.83562937063459,6309573.444801942,-94.76480035697487
6683439.175686155,22.33300004531436,6683439.175686155,-95.05650814324386
7079457.843841389,21.83005156738098,7079457.843841389,-95.36476194140437
7498942.093324569,21.32674552104933,7498942.093324569,-95.69054340927387
7943282.347242827,20.82303892758447,7943282.347242827,-96.03488485101929
8413951.416451963,20.31888372135247,8413951.416451963,-96.39887126867238
8912509.381337468,19.81422617008344,8912509.381337468,-96.78364234128878
9440608.762859248,19.30900623457047,9440608.762859248,-97.190394295389
10000000.00000001,18.80315686293108,10000000.00000001,-97.62038162304881
10592537.2517729,18.29660321456378,10592537.2517729,-98.07491859562163
11220184.54301965,17.78926180907177,11220184.54301965,-98.55538051153778
11885022.2743702,17.28103959574532,11885022.2743702,-99.06320460581607
12589254.11794169,16.77183293974769,12589254.11794169,-99.59989053680235
13335214.32163326,16.26152652199749,13335214.32163326,-100.1670003522061
14125375.44622757,15.74999215096259,14125375.44622757,-100.7661578217934
14962356.56094436,15.23708748626379,14962356.56094436,-101.3990470082287
15848931.92461116,14.72265467623044,15848931.92461116,-102.0674099308356
16788040.18122563,14.20651891447105,16788040.18122563,-102.7730431598368
17782794.10038926,13.68848692423859,17782794.10038926,-103.5177931616021
18836490.89489803,13.16834538401278,18836490.89489803,-104.3035501994301
19952623.14968883,12.64585931341458,19952623.14968883,-105.1322405806387
21134890.3983665,12.12077044542442,21134890.3983665,-106.0058170308225
22387211.38568343,11.59279561897855,22387211.38568343,-106.9262469720605
23713737.05661659,11.06162523540332,23713737.05661659,-107.8954984861513
25118864.31509584,10.52692183277116,25118864.31509584,-108.9155237596098
26607250.59798814,9.988318843970788,26607250.59798814,-109.9882398376415
28183829.31264459,9.445419616774958,28183829.31264459,-111.1155065634803
29853826.18917965,8.897796786959448,29853826.18917965,-112.2991016513457
31622776.60168385,8.344992107841962,31622776.60168385,-113.5406929396954
33496543.91578282,7.786516850453556,33496543.91578282,-114.8418079997064
35481338.92335761,7.221852896618639,35481338.92335761,-116.2038014339263
37583740.42884448,6.650454650901686,37583740.42884448,-117.6278203917317
39810717.0553498,6.071751894843588,39810717.0553498,-119.1147690483928
42169650.3428583,5.485153696192979,42169650.3428583,-120.6652730360146
44668359.21509639,4.890053465034355,44668359.21509639,-122.2796450652575
47315125.89614813,4.285835216242583,47315125.89614813,-123.9578532189201
50118723.36272731,3.671881052627992,50118723.36272731,-125.699493609092
53088444.42309893,3.04757982559461,53088444.42309893,-127.5037692409266
56234132.51903501,2.412336861642287,56234132.51903501,-129.3694769878472
59566214.35290115,1.765584566836757,59566214.35290115,-131.2950045254753
63095734.44801944,1.10679364250279,63095734.44801944,-133.2783388700487
66834391.75686158,0.4354845705870058,66834391.75686158,-135.3170878068724
70794578.43841392,-0.2487610357100882,70794578.43841392,-137.408514975677
74989420.93324572,-0.9462896630828703,74989420.93324572,-139.5495887217203
79432823.47242829,-1.65736617310606,79432823.47242829,-141.7370440634708
84139514.16451965,-2.382165565077819,84139514.16451965,-143.967456327887
89125093.81337471,-3.120766617471817,89125093.81337471,-146.2373242341711
94406087.62859251,-3.873147712047152,94406087.62859251,-148.5431595427245
100000000.0000002,-4.639185030527212,100000000.0000002,-150.8815798983054
105925372.5177291,-5.41865318186641,105925372.5177291,-153.2494012387977
112201845.4301965,-6.211228180654343,112201845.4301965,-155.6437261418924
118850222.7437021,-7.016492567154974,118850222.7437021,-158.0620247394999
125892541.1794169,-7.833942348832482,125892541.1794169,-160.5022053121714
133352143.2163326,-8.662995361318533,133352143.2163326,-162.9626723270189
141253754.4622757,-9.503000599213355,141253754.4622757,-165.4423704309834
149623565.6094436,-10.3532480552809,149623565.6094436,-167.9408136807678
158489319.2461116,-11.21297862798356,158489319.2461116,-170.4581000113922
167880401.8122563,-12.08139370632538,167880401.8122563,-172.9949115616439
177827941.0038926,-12.95766411016941,177827941.0038926,-175.5525019505316
188364908.9489804,-13.84093814545742,188364908.9489804,-178.1326719186913
199526231.4968883,-14.73034861942582,199526231.4968883,-180.737734915801
211348903.983665,-15.62501874454622,211348903.983665,-183.3704742474526
223872113.8568344,-16.52406693673152,223872113.8568344,-186.0340933203589
237137370.566166,-17.42661058026922,237137370.566166,-188.7321603757354
251188643.1509585,-18.3317688874289,251188643.1509585,-191.4685489101145
266072505.9798815,-19.23866502436362,266072505.9798815,-194.2473747809562
281838293.1264459,-20.14642770713446,281838293.1264459,-197.0729308067799
298538261.8917965,-21.05419249308861,298538261.8917965,-199.9496195180259
316227766.0168386,-21.96110300401564,316227766.0168386,-202.8818846094427
334965439.1578283,-22.86631231879131,334965439.1578283,-205.8741415956093
354813389.2335762,-23.76898476446436,354813389.2335762,-208.9307081807296
375837404.2884449,-24.66829831539171,375837404.2884449,-212.0557349190206
398107170.5534981,-25.5634477792275,398107170.5534981,-215.2531368541756
421696503.4285831,-26.45364890540733,421696503.4285831,-218.5265269711536
446683592.1509641,-27.33814349560789,446683592.1509641,-221.8791524509389
473151258.9614815,-28.21620552655258,473151258.9614815,-225.3138348639468
501187233.6272734,-29.08714821464246,501187233.6272734,-228.8329155418858
530884444.2309895,-29.95033186190255,530884444.2309895,-232.4382074015959
562341325.1903503,-30.80517222812825,562341325.1903503,-236.1309544308589
595662143.5290117,-31.65114908125715,595662143.5290117,-239.9117998659878
630957344.4801946,-32.48781449489577,630957344.4801946,-243.7807637870899
668343917.568616,-33.31480039769816,668343917.568616,-247.7372304389564
707945784.3841394,-34.13182484317373,707945784.3841394,-251.7799450826825
749894209.3324574,-34.93869646868759,749894209.3324574,-255.9070196436423
794328234.7242832,-35.73531665473472,794328234.7242832,-260.1159459088772
841395141.6451969,-36.52167898228915,841395141.6451969,-264.4036146123493
891250938.1337475,-37.29786571504994,891250938.1337475,-268.7663384976989
944060876.2859254,-38.06404119800266,944060876.2859254,-273.1998774176899
1000000000.000002,-38.8204422529442,1000000000.000002,-277.6994637436543
1059253725.177291,-39.56736585131333,1059253725.177291,-282.2598268093312
1122018454.301966,-40.30515453885645,1122018454.301966,-286.8752157578696
1188502227.437021,-41.03418025913364,1188502227.437021,-291.5394209229772
1258925411.79417,-41.75482735868043,1258925411.79417,-296.2457946580212
1333521432.163327,-42.46747564332764,1333521432.163327,-300.9872732255359
1412537544.622757,-43.17248438370186,1412537544.622757,-305.7564018773894
1496235656.094437,-43.87017813333276,1496235656.094437,-310.545365518531
1584893192.461117,-44.56083512472649,1584893192.461117,-315.3460273132973
1678804018.122564,-45.24467885182511,1678804018.122564,-320.1499772588433
1778279410.038927,-45.92187324119482,1778279410.038927,-324.9485921480651
1883649089.489805,-46.59252157376936,1883649089.489805,-329.7331075372715
1995262314.968884,-47.25666906295996,1995262314.968884,-334.4947014049709
2113489039.836652,-47.91430874518458,2113489039.836652,-339.2245882294657
2238721138.568345,-48.56539011780348,2238721138.568345,-343.9141213144066
2371373705.661661,-49.20982978754434,2371373705.661661,-348.5549004320845
2511886431.509586,-49.84752328552947,2511886431.509586,-353.1388812959088
2660725059.798816,-50.47835717175057,2660725059.798816,-357.6584830575675
2818382931.26446,-51.10222059268263,2818382931.26446,-362.1066899700451
2985382618.917966,-51.71901556267027,2985382618.917966,-366.4771435624361
3162277660.168386,-52.32866539758316,3162277660.168386,-370.7642221130861
3349654391.578284,-52.93112091809828,3349654391.578284,-374.9631048426078
3548133892.335763,-53.52636423817839,3548133892.335763,-379.0698190217464
3758374042.88445,-54.11441014158424,3758374042.88445,-383.0812690355564
3981071705.534981,-54.69530520918815,3981071705.534981,-386.9952472965294
4216965034.285832,-55.2691249815761,4216965034.285832,-390.8104276906521
4466835921.509642,-55.83596952012624,4466835921.509642,-394.5263429177489
4731512589.614816,-56.39595776622982,4731512589.614816,-398.1433476119294
5011872336.272735,-56.94922109778648,5011872336.272735,-401.6625694785588
5308844442.309896,-57.49589645260546,5308844442.309896,-405.0858508579126
5623413251.903504,-58.03611933914756,5623413251.903504,-408.4156831353828
5956621435.290119,-58.57001699526549,5956621435.290119,-411.6551362885585
6309573444.801948,-59.09770189319725,6309573444.801948,-414.8077856247966
6683439175.686162,-59.61926573027286,6683439175.686162,-417.8776374539164
7079457843.841396,-60.13477399392654,7079457843.841396,-420.8690550932573
7498942093.324576,-60.64426114917792,7498942093.324576,-423.7866862465578
7943282347.242834,-61.14772646773719,7943282347.242834,-426.6353924586863
8413951416.451971,-61.64513050011919,8413951416.451971,-429.4201810439702
8912509381.337477,-62.13639218461861,8912509381.337477,-432.1461396300106
9440608762.859257,-62.62138658819958,9440608762.859257,-434.8183732598429
10000000000,-63.09994328249178,10000000000,-437.4419438578168
