"dB20(v(""/net6"" ?result ""ac"")) X","dB20(v(""/net6"" ?result ""ac"")) Y","phase(v(""/net6"" ?result ""ac"")) Y"
498884.4875,-9.170885142,0.015574888
500034.535,-9.170885137,0.015610792
501187.2336,-9.170885132,0.015646779
502342.5895,-9.170885127,0.015682848
503500.6088,-9.170885122,0.015719001
504661.2976,-9.170885117,0.015755237
505824.662,-9.170885111,0.015791556
506990.7083,-9.170885106,0.01582796
508159.4426,-9.170885101,0.015864447
509330.8711,-9.170885095,0.015901018
510505,-9.17088509,0.015937674
511681.8355,-9.170885085,0.015974414
512861.384,-9.170885079,0.016011239
514043.6516,-9.170885074,0.016048149
515228.6446,-9.170885068,0.016085143
516416.3693,-9.170885063,0.016122223
517606.832,-9.170885057,0.016159389
518800.0389,-9.170885052,0.01619664
519995.9965,-9.170885046,0.016233977
521194.7111,-9.170885041,0.0162714
522396.189,-9.170885035,0.01630891
523600.4366,-9.170885029,0.016346506
524807.4602,-9.170885024,0.016384188
526017.2664,-9.170885018,0.016421958
527229.8614,-9.170885012,0.016459814
528445.2518,-9.170885007,0.016497758
529663.4439,-9.170885001,0.016535789
530884.4442,-9.170884995,0.016573908
532108.2593,-9.170884989,0.016612115
533334.8955,-9.170884983,0.01665041
534564.3594,-9.170884978,0.016688793
535796.6575,-9.170884972,0.016727265
537031.7964,-9.170884966,0.016765825
538269.7825,-9.17088496,0.016804474
539510.6225,-9.170884954,0.016843212
540754.3229,-9.170884948,0.01688204
542000.8904,-9.170884942,0.016920957
543250.3315,-9.170884936,0.016959964
544502.6528,-9.17088493,0.016999061
545757.8611,-9.170884924,0.017038248
547015.9629,-9.170884917,0.017077525
548276.9649,-9.170884911,0.017116892
549540.8739,-9.170884905,0.017156351
550807.6964,-9.170884899,0.0171959
552077.4393,-9.170884893,0.017235541
553350.1092,-9.170884886,0.017275273
554625.713,-9.17088488,0.017315097
555904.2573,-9.170884874,0.017355012
557185.7489,-9.170884867,0.017395019
558470.1947,-9.170884861,0.017435119
559757.6015,-9.170884854,0.017475311
561047.976,-9.170884848,0.017515596
562341.3252,-9.170884841,0.017555973
563637.6558,-9.170884835,0.017596444
564936.9748,-9.170884828,0.017637008
566239.289,-9.170884822,0.017677666
567544.6054,-9.170884815,0.017718417
568852.9308,-9.170884808,0.017759262
570164.2723,-9.170884802,0.017800201
571478.6367,-9.170884795,0.017841235
572796.031,-9.170884788,0.017882363
574116.4622,-9.170884782,0.017923586
575439.9373,-9.170884775,0.017964904
576766.4634,-9.170884768,0.018006318
578096.0474,-9.170884761,0.018047827
579428.6964,-9.170884754,0.018089431
580764.4175,-9.170884747,0.018131132
582103.2178,-9.17088474,0.018172928
583445.1043,-9.170884733,0.018214821
584790.0841,-9.170884726,0.01825681
586138.1645,-9.170884719,0.018298897
587489.3525,-9.170884712,0.01834108
588843.6554,-9.170884705,0.018383361
590201.0802,-9.170884698,0.018425739
591561.6342,-9.170884691,0.018468214
592925.3246,-9.170884683,0.018510788
594292.1586,-9.170884676,0.01855346
595662.1435,-9.170884669,0.01859623
597035.2866,-9.170884662,0.018639098
598411.5951,-9.170884654,0.018682066
599791.0763,-9.170884647,0.018725133
601173.7375,-9.170884639,0.018768298
602559.5861,-9.170884632,0.018811564
603948.6294,-9.170884625,0.018854929
605340.8748,-9.170884617,0.018898394
606736.3296,-9.170884609,0.018941959
608135.0013,-9.170884602,0.018985625
609536.8972,-9.170884594,0.019029391
610942.0249,-9.170884587,0.019073259
612350.3917,-9.170884579,0.019117227
613762.0052,-9.170884571,0.019161297
615176.8727,-9.170884563,0.019205468
616595.0019,-9.170884556,0.019249741
618016.4001,-9.170884548,0.019294116
619441.0751,-9.17088454,0.019338594
620869.0342,-9.170884532,0.019383174
622300.2852,-9.170884524,0.019427857
623734.8355,-9.170884516,0.019472642
625172.6928,-9.170884508,0.019517531
626613.8647,-9.1708845,0.019562524
628058.3588,-9.170884492,0.01960762
629506.1829,-9.170884484,0.01965282
630957.3445,-9.170884475,0.019698125
632411.8514,-9.170884467,0.019743534
633869.7113,-9.170884459,0.019789047
635330.9319,-9.170884451,0.019834666
636795.5209,-9.170884442,0.019880389
638263.4862,-9.170884434,0.019926218
639734.8355,-9.170884426,0.019972153
641209.5766,-9.170884417,0.020018193
642687.7173,-9.170884409,0.02006434
644169.2655,-9.1708844,0.020110593
645654.229,-9.170884392,0.020156953
647142.6157,-9.170884383,0.020203419
648634.4335,-9.170884374,0.020249993
650129.6903,-9.170884366,0.020296674
651628.3941,-9.170884357,0.020343463
653130.5526,-9.170884348,0.020390359
654636.1741,-9.170884339,0.020437364
656145.2663,-9.170884331,0.020484477
657657.8374,-9.170884322,0.020531698
659173.8952,-9.170884313,0.020579029
660693.448,-9.170884304,0.020626468
662216.5037,-9.170884295,0.020674017
663743.0704,-9.170884286,0.020721676
665273.1562,-9.170884277,0.020769444
666806.7692,-9.170884267,0.020817322
668343.9176,-9.170884258,0.020865311
669884.6094,-9.170884249,0.020913411
671428.8529,-9.17088424,0.020961621
672976.6563,-9.170884231,0.021009943
674528.0277,-9.170884221,0.021058375
676082.9754,-9.170884212,0.02110692
677641.5076,-9.170884202,0.021155576
679203.6326,-9.170884193,0.021204345
680769.3587,-9.170884183,0.021253226
682338.6941,-9.170884174,0.02130222
683911.6473,-9.170884164,0.021351326
685488.2265,-9.170884155,0.021400546
687068.44,-9.170884145,0.02144988
688652.2963,-9.170884135,0.021499327
690239.8038,-9.170884125,0.021548888
691830.9709,-9.170884116,0.021598563
693425.806,-9.170884106,0.021648353
695024.3176,-9.170884096,0.021698257
696626.5141,-9.170884086,0.021748277
698232.4041,-9.170884076,0.021798412
699841.996,-9.170884066,0.021848662
701455.2984,-9.170884056,0.021899029
703072.3199,-9.170884045,0.021949511
704693.069,-9.170884035,0.02200011
706317.5543,-9.170884025,0.022050825
707945.7844,-9.170884015,0.022101658
709577.768,-9.170884004,0.022152607
711213.5137,-9.170883994,0.022203674
712853.0301,-9.170883984,0.022254859
714496.3261,-9.170883973,0.022306162
716143.4102,-9.170883962,0.022357583
717794.2913,-9.170883952,0.022409122
719448.978,-9.170883941,0.02246078
721107.4792,-9.170883931,0.022512558
722769.8036,-9.17088392,0.022564455
724435.9601,-9.170883909,0.022616471
726105.9574,-9.170883898,0.022668607
727779.8045,-9.170883887,0.022720864
729457.5103,-9.170883876,0.022773241
731139.0835,-9.170883865,0.022825738
732824.5331,-9.170883854,0.022878357
734513.8682,-9.170883843,0.022931097
736207.0975,-9.170883832,0.022983959
737904.2301,-9.170883821,0.023036942
739605.2751,-9.17088381,0.023090048
741310.2413,-9.170883799,0.023143276
743019.1379,-9.170883787,0.023196627
744731.9739,-9.170883776,0.0232501
746448.7584,-9.170883764,0.023303697
748169.5005,-9.170883753,0.023357418
749894.2093,-9.170883741,0.023411262
751622.894,-9.17088373,0.023465231
753355.5637,-9.170883718,0.023519323
755092.2277,-9.170883706,0.023573541
756832.895,-9.170883695,0.023627884
758577.575,-9.170883683,0.023682351
760326.2769,-9.170883671,0.023736945
762079.01,-9.170883659,0.023791664
763835.7836,-9.170883647,0.023846509
765596.6069,-9.170883635,0.023901481
767361.4894,-9.170883623,0.02395658
769130.4403,-9.170883611,0.024011805
770903.4691,-9.170883599,0.024067158
772680.5851,-9.170883586,0.024122639
774461.7978,-9.170883574,0.024178247
776247.1166,-9.170883562,0.024233984
778036.551,-9.170883549,0.024289849
779830.1105,-9.170883537,0.024345843
781627.8046,-9.170883524,0.024401965
783429.6428,-9.170883511,0.024458218
785235.6346,-9.170883499,0.0245146
787045.7897,-9.170883486,0.024571112
788860.1176,-9.170883473,0.024627754
790678.628,-9.17088346,0.024684527
792501.3305,-9.170883448,0.02474143
794328.2347,-9.170883435,0.024798465
796159.3504,-9.170883422,0.024855631
797994.6873,-9.170883409,0.024912929
799834.255,-9.170883395,0.02497036
801678.0634,-9.170883382,0.025027922
803526.1222,-9.170883369,0.025085617
805378.4412,-9.170883356,0.025143446
807235.0302,-9.170883342,0.025201407
809095.8992,-9.170883329,0.025259502
810961.0579,-9.170883315,0.025317732
812830.5162,-9.170883302,0.025376095
814704.284,-9.170883288,0.025434593
816582.3714,-9.170883274,0.025493226
818464.7881,-9.170883261,0.025551993
820351.5443,-9.170883247,0.025610897
822242.6499,-9.170883233,0.025669936
824138.115,-9.170883219,0.025729111
826037.9496,-9.170883205,0.025788423
827942.1637,-9.170883191,0.025847871
829850.7675,-9.170883177,0.025907457
831763.7711,-9.170883163,0.025967179
833681.1846,-9.170883148,0.02602704
835603.0182,-9.170883134,0.026087038
837529.2821,-9.17088312,0.026147175
839459.9865,-9.170883105,0.02620745
841395.1416,-9.17088309,0.026267865
843334.7578,-9.170883076,0.026328418
845278.8452,-9.170883061,0.026389112
847227.4141,-9.170883046,0.026449945
849180.475,-9.170883032,0.026510918
851138.0382,-9.170883017,0.026572032
853100.114,-9.170883002,0.026633287
855066.7129,-9.170882987,0.026694683
857037.8452,-9.170882972,0.02675622
859013.5215,-9.170882957,0.0268179
860993.7522,-9.170882941,0.026879721
862978.5478,-9.170882926,0.026941685
864967.9188,-9.170882911,0.027003792
866961.8758,-9.170882895,0.027066042
868960.4293,-9.17088288,0.027128436
870963.59,-9.170882864,0.027190973
872971.3684,-9.170882849,0.027253655
874983.7752,-9.170882833,0.027316481
877000.8211,-9.170882817,0.027379452
879022.5168,-9.170882801,0.027442568
881048.873,-9.170882785,0.02750583
883079.9004,-9.170882769,0.027569237
885115.6098,-9.170882753,0.027632791
887156.012,-9.170882737,0.027696491
889201.1179,-9.170882721,0.027760338
891250.9381,-9.170882704,0.027824332
893305.4837,-9.170882688,0.027888473
895364.7655,-9.170882672,0.027952763
897428.7945,-9.170882655,0.0280172
899497.5815,-9.170882638,0.028081787
901571.1376,-9.170882622,0.028146522
903649.4737,-9.170882605,0.028211406
905732.6009,-9.170882588,0.02827644
907820.5302,-9.170882571,0.028341624
909913.2726,-9.170882554,0.028406958
912010.8394,-9.170882537,0.028472443
914113.2415,-9.17088252,0.028538078
916220.4901,-9.170882503,0.028603865
918332.5965,-9.170882485,0.028669804
920449.5718,-9.170882468,0.028735895
922571.4272,-9.17088245,0.028802138
924698.1739,-9.170882433,0.028868533
926829.8234,-9.170882415,0.028935082
928966.3868,-9.170882398,0.029001784
931107.8755,-9.17088238,0.02906864
933254.3008,-9.170882362,0.02913565
935405.6741,-9.170882344,0.029202815
937562.0069,-9.170882326,0.029270134
939723.3106,-9.170882308,0.029337609
941889.5965,-9.170882289,0.029405239
944060.8763,-9.170882271,0.029473025
946237.1614,-9.170882253,0.029540967
948418.4633,-9.170882234,0.029609066
950604.7937,-9.170882216,0.029677321
952796.164,-9.170882197,0.029745735
954992.586,-9.170882178,0.029814306
957194.0713,-9.17088216,0.029883035
959400.6315,-9.170882141,0.029951922
961612.2784,-9.170882122,0.030020968
963829.0236,-9.170882103,0.030090174
966050.879,-9.170882083,0.030159538
968277.8563,-9.170882064,0.030229063
970509.9672,-9.170882045,0.030298748
972747.2238,-9.170882025,0.030368594
974989.6377,-9.170882006,0.030438601
977237.221,-9.170881986,0.030508769
979489.9854,-9.170881967,0.030579099
981747.943,-9.170881947,0.030649591
984011.1058,-9.170881927,0.030720245
986279.4856,-9.170881907,0.030791063
988553.0947,-9.170881887,0.030862043
990831.9449,-9.170881867,0.030933187
993116.0484,-9.170881846,0.031004496
995405.4174,-9.170881826,0.031075968
997700.0638,-9.170881806,0.031147606
1000000,-9.170881785,0.031219408
1002305.238,-9.170881764,0.031291376
1004615.79,-9.170881744,0.03136351
1006931.669,-9.170881723,0.03143581
1009252.886,-9.170881702,0.031508277
1011579.454,-9.170881681,0.031580911
1013911.386,-9.17088166,0.031653713
1016248.693,-9.170881639,0.031726682
1018591.388,-9.170881617,0.031799819
1020939.484,-9.170881596,0.031873125
1023292.992,-9.170881574,0.0319466
1025651.926,-9.170881553,0.032020245
1028016.298,-9.170881531,0.032094059
1030386.12,-9.170881509,0.032168043
1032761.406,-9.170881487,0.032242198
1035142.167,-9.170881465,0.032316524
1037528.416,-9.170881443,0.032391021
1039920.166,-9.170881421,0.03246569
1042317.429,-9.170881399,0.032540531
1044720.219,-9.170881376,0.032615544
1047128.548,-9.170881354,0.032690731
1049542.429,-9.170881331,0.032766091
1051961.874,-9.170881308,0.032841624
1054386.896,-9.170881286,0.032917332
1056817.509,-9.170881263,0.032993214
1059253.725,-9.17088124,0.033069271
1061695.557,-9.170881217,0.033145503
1064143.018,-9.170881193,0.033221912
1066596.121,-9.17088117,0.033298496
1069054.879,-9.170881146,0.033375257
1071519.305,-9.170881123,0.033452194
1073989.412,-9.170881099,0.03352931
1076465.214,-9.170881075,0.033606602
1078946.722,-9.170881051,0.033684073
1081433.951,-9.170881027,0.033761723
1083926.914,-9.170881003,0.033839552
1086425.624,-9.170880979,0.03391756
1088930.093,-9.170880955,0.033995748
1091440.336,-9.17088093,0.034074116
1093956.366,-9.170880906,0.034152665
1096478.196,-9.170880881,0.034231395
1099005.839,-9.170880856,0.034310306
1101539.31,-9.170880831,0.034389399
1104078.62,-9.170880806,0.034468675
1106623.784,-9.170880781,0.034548133
1109174.815,-9.170880756,0.034627775
1111731.727,-9.17088073,0.0347076
1114294.534,-9.170880705,0.034787609
1116863.248,-9.170880679,0.034867802
1119437.883,-9.170880654,0.034948181
1122018.454,-9.170880628,0.035028744
1124604.974,-9.170880602,0.035109494
1127197.456,-9.170880576,0.035190429
1129795.915,-9.170880549,0.035271552
1132400.363,-9.170880523,0.035352861
1135010.816,-9.170880497,0.035434357
1137627.286,-9.17088047,0.035516042
1140249.788,-9.170880443,0.035597915
1142878.335,-9.170880417,0.035679976
1145512.941,-9.17088039,0.035762227
1148153.621,-9.170880363,0.035844667
1150800.389,-9.170880335,0.035927297
1153453.258,-9.170880308,0.036010118
1156112.242,-9.170880281,0.03609313
1158777.356,-9.170880253,0.036176333
1161448.614,-9.170880225,0.036259728
1164126.029,-9.170880197,0.036343315
1166809.617,-9.170880169,0.036427095
1169499.391,-9.170880141,0.036511068
1172195.366,-9.170880113,0.036595234
1174897.555,-9.170880085,0.036679595
1177605.974,-9.170880056,0.03676415
1180320.636,-9.170880028,0.0368489
1183041.556,-9.170879999,0.036933845
1185768.748,-9.17087997,0.037018986
1188502.227,-9.170879941,0.037104323
1191242.008,-9.170879912,0.037189857
1193988.104,-9.170879883,0.037275589
1196740.531,-9.170879853,0.037361518
1199499.303,-9.170879824,0.037447645
1202264.435,-9.170879794,0.03753397
1205035.94,-9.170879764,0.037620495
1207813.835,-9.170879734,0.037707219
1210598.134,-9.170879704,0.037794142
1213388.85,-9.170879674,0.037881267
1216186.001,-9.170879644,0.037968592
1218989.599,-9.170879613,0.038056118
1221799.66,-9.170879582,0.038143846
1224616.199,-9.170879552,0.038231777
1227439.231,-9.170879521,0.03831991
1230268.771,-9.17087949,0.038408246
1233104.833,-9.170879458,0.038496786
1235947.433,-9.170879427,0.03858553
1238796.587,-9.170879395,0.038674479
1241652.308,-9.170879364,0.038763633
1244514.612,-9.170879332,0.038852992
1247383.514,-9.1708793,0.038942557
1250259.03,-9.170879268,0.039032329
1253141.175,-9.170879236,0.039122307
1256029.964,-9.170879203,0.039212493
1258925.412,-9.170879171,0.039302887
1261827.535,-9.170879138,0.039393489
1264736.347,-9.170879105,0.0394843
1267651.866,-9.170879072,0.039575321
1270574.105,-9.170879039,0.039666551
1273503.081,-9.170879006,0.039757992
1276438.809,-9.170878972,0.039849643
1279381.304,-9.170878939,0.039941506
1282330.583,-9.170878905,0.04003358
1285286.66,-9.170878871,0.040125867
1288249.552,-9.170878837,0.040218366
1291219.274,-9.170878803,0.040311079
1294195.841,-9.170878768,0.040404005
1297179.271,-9.170878734,0.040497146
1300169.578,-9.170878699,0.040590501
1303166.778,-9.170878664,0.040684072
1306170.888,-9.170878629,0.040777858
1309181.923,-9.170878594,0.04087186
1312199.899,-9.170878558,0.040966079
1315224.832,-9.170878523,0.041060516
1318256.739,-9.170878487,0.04115517
1321295.634,-9.170878451,0.041250042
1324341.535,-9.170878415,0.041345133
1327394.458,-9.170878379,0.041440443
1330454.418,-9.170878343,0.041535973
1333521.432,-9.170878306,0.041631723
1336595.517,-9.17087827,0.041727693
1339676.687,-9.170878233,0.041823885
1342764.961,-9.170878196,0.041920299
1345860.354,-9.170878158,0.042016935
1348962.883,-9.170878121,0.042113794
1352072.563,-9.170878084,0.042210876
1355189.412,-9.170878046,0.042308182
1358313.447,-9.170878008,0.042405712
1361444.682,-9.17087797,0.042503467
1364583.137,-9.170877932,0.042601447
1367728.826,-9.170877893,0.042699653
1370881.766,-9.170877855,0.042798086
1374041.975,-9.170877816,0.042896745
1377209.469,-9.170877777,0.042995632
1380384.265,-9.170877738,0.043094747
1383566.379,-9.170877698,0.04319409
1386755.829,-9.170877659,0.043293663
1389952.631,-9.170877619,0.043393465
1393156.803,-9.170877579,0.043493496
1396368.361,-9.170877539,0.043593759
1399587.323,-9.170877499,0.043694253
1402813.705,-9.170877459,0.043794978
1406047.524,-9.170877418,0.043895935
1409288.798,-9.170877377,0.043997126
1412537.545,-9.170877336,0.044098549
1415793.78,-9.170877295,0.044200207
1419057.522,-9.170877254,0.044302098
1422328.787,-9.170877212,0.044404225
1425607.594,-9.170877171,0.044506587
1428893.959,-9.170877129,0.044609185
1432187.899,-9.170877087,0.044712019
1435489.433,-9.170877044,0.044815091
1438798.578,-9.170877002,0.0449184
1442115.352,-9.170876959,0.045021947
1445439.771,-9.170876916,0.045125733
1448771.854,-9.170876873,0.045229758
1452111.618,-9.17087683,0.045334023
1455459.081,-9.170876786,0.045438528
1458814.26,-9.170876742,0.045543275
1462177.174,-9.170876699,0.045648262
1465547.841,-9.170876654,0.045753492
1468926.278,-9.17087661,0.045858964
1472312.502,-9.170876566,0.04596468
1475706.533,-9.170876521,0.046070639
1479108.388,-9.170876476,0.046176842
1482518.085,-9.170876431,0.046283291
1485935.642,-9.170876385,0.046389984
1489361.078,-9.17087634,0.046496924
1492794.41,-9.170876294,0.04660411
1496235.656,-9.170876248,0.046711543
1499684.836,-9.170876202,0.046819224
1503141.966,-9.170876156,0.046927153
1506607.066,-9.170876109,0.047035331
1510080.154,-9.170876062,0.047143758
1513561.248,-9.170876015,0.047252435
1517050.367,-9.170875968,0.047361363
1520547.53,-9.17087592,0.047470542
1524052.754,-9.170875873,0.047579972
1527566.058,-9.170875825,0.047689655
1531087.462,-9.170875777,0.04779959
1534616.983,-9.170875728,0.047909779
1538154.64,-9.17087568,0.048020222
1541700.453,-9.170875631,0.04813092
1545254.44,-9.170875582,0.048241873
1548816.619,-9.170875532,0.048353081
1552387.01,-9.170875483,0.048464546
1555965.632,-9.170875433,0.048576268
1559552.503,-9.170875383,0.048688247
1563147.643,-9.170875333,0.048800485
1566751.07,-9.170875283,0.048912981
1570362.804,-9.170875232,0.049025737
1573982.864,-9.170875181,0.049138752
1577611.27,-9.17087513,0.049252028
1581248.039,-9.170875079,0.049365566
1584893.192,-9.170875027,0.049479365
1588546.749,-9.170874975,0.049593426
1592208.727,-9.170874923,0.04970775
1595879.147,-9.170874871,0.049822338
1599558.029,-9.170874818,0.04993719
1603245.391,-9.170874766,0.050052306
1606941.253,-9.170874713,0.050167688
1610645.635,-9.170874659,0.050283336
1614358.557,-9.170874606,0.050399251
1618080.038,-9.170874552,0.050515432
1621810.097,-9.170874498,0.050631882
1625548.756,-9.170874444,0.0507486
1629296.033,-9.170874389,0.050865587
1633051.948,-9.170874334,0.050982844
1636816.521,-9.170874279,0.051100371
1640589.773,-9.170874224,0.051218169
1644371.723,-9.170874169,0.051336238
1648162.392,-9.170874113,0.05145458
1651961.798,-9.170874057,0.051573195
1655769.963,-9.170874,0.051692083
1659586.907,-9.170873944,0.051811245
1663412.65,-9.170873887,0.051930681
1667247.213,-9.17087383,0.052050393
1671090.614,-9.170873773,0.052170381
1674942.876,-9.170873715,0.052290646
1678804.018,-9.170873657,0.052411188
1682674.061,-9.170873599,0.052532007
1686553.025,-9.170873541,0.052653106
1690440.932,-9.170873482,0.052774483
1694337.8,-9.170873423,0.05289614
1698243.652,-9.170873364,0.053018078
1702158.508,-9.170873304,0.053140296
1706082.389,-9.170873244,0.053262797
1710015.315,-9.170873184,0.05338558
1713957.308,-9.170873124,0.053508646
1717908.387,-9.170873063,0.053631995
1721868.575,-9.170873003,0.053755629
1725837.892,-9.170872941,0.053879548
1729816.359,-9.17087288,0.054003752
1733803.998,-9.170872818,0.054128243
1737800.829,-9.170872756,0.054253021
1741806.873,-9.170872694,0.054378087
1745822.153,-9.170872631,0.05450344
1749846.689,-9.170872568,0.054629083
1753880.502,-9.170872505,0.054755016
1757923.614,-9.170872442,0.054881238
1761976.046,-9.170872378,0.055007752
1766037.821,-9.170872314,0.055134557
1770108.958,-9.17087225,0.055261655
1774189.481,-9.170872185,0.055389045
1778279.41,-9.17087212,0.05551673
1782378.767,-9.170872055,0.055644708
1786487.575,-9.170871989,0.055772982
1790605.854,-9.170871923,0.055901551
1794733.627,-9.170871857,0.056030417
1798870.915,-9.170871791,0.05615958
1803017.741,-9.170871724,0.05628904
1807174.126,-9.170871657,0.056418799
1811340.093,-9.17087159,0.056548857
1815515.663,-9.170871522,0.056679215
1819700.859,-9.170871454,0.056809873
1823895.702,-9.170871386,0.056940833
1828100.216,-9.170871317,0.057072094
1832314.422,-9.170871248,0.057203658
1836538.343,-9.170871179,0.057335526
1840772.001,-9.170871109,0.057467697
1845015.419,-9.170871039,0.057600173
1849268.619,-9.170870969,0.057732954
1853531.623,-9.170870898,0.057866042
1857804.455,-9.170870828,0.057999436
1862087.137,-9.170870756,0.058133138
1866379.691,-9.170870685,0.058267148
1870682.14,-9.170870613,0.058401466
1874994.508,-9.170870541,0.058536095
1879316.817,-9.170870468,0.058671034
1883649.089,-9.170870395,0.058806284
1887991.349,-9.170870322,0.058941845
1892343.619,-9.170870249,0.05907772
1896705.921,-9.170870175,0.059213907
1901078.28,-9.1708701,0.059350408
1905460.718,-9.170870026,0.059487224
1909853.259,-9.170869951,0.059624356
1914255.925,-9.170869876,0.059761803
1918668.741,-9.1708698,0.059899567
1923091.729,-9.170869724,0.060037649
1927524.913,-9.170869648,0.06017605
1931968.317,-9.170869571,0.060314769
1936421.964,-9.170869494,0.060453808
1940885.878,-9.170869417,0.060593167
1945360.082,-9.170869339,0.060732848
1949844.6,-9.170869261,0.060872851
1954339.456,-9.170869183,0.061013176
1958844.674,-9.170869104,0.061153825
1963360.277,-9.170869025,0.061294799
1967886.29,-9.170868945,0.061436097
1972422.736,-9.170868865,0.061577721
1976969.64,-9.170868785,0.061719671
1981527.026,-9.170868704,0.061861949
1986094.917,-9.170868623,0.062004554
1990673.339,-9.170868542,0.062147489
1995262.315,-9.17086846,0.062290752
1999861.87,-9.170868378,0.062434346
2004472.027,-9.170868296,0.062578271
2009092.813,-9.170868213,0.062722528
2013724.25,-9.170868129,0.062867118
2018366.364,-9.170868046,0.06301204
2023019.179,-9.170867962,0.063157297
2027682.72,-9.170867877,0.063302889
2032357.011,-9.170867792,0.063448816
2037042.078,-9.170867707,0.06359508
2041737.945,-9.170867622,0.06374168
2046444.637,-9.170867536,0.063888619
2051162.179,-9.170867449,0.064035896
2055890.596,-9.170867362,0.064183513
2060629.913,-9.170867275,0.064331471
2065380.156,-9.170867187,0.064479769
2070141.349,-9.170867099,0.064628409
2074913.517,-9.170867011,0.064777392
2079696.687,-9.170866922,0.064926718
2084490.883,-9.170866833,0.065076389
2089296.131,-9.170866743,0.065226404
2094112.456,-9.170866653,0.065376765
2098939.884,-9.170866563,0.065527473
2103778.44,-9.170866472,0.065678528
2108628.15,-9.170866381,0.065829932
2113489.04,-9.170866289,0.065981685
2118361.135,-9.170866197,0.066133787
2123244.462,-9.170866104,0.06628624
2128139.046,-9.170866011,0.066439044
2133044.913,-9.170865918,0.066592201
2137962.09,-9.170865824,0.066745711
2142890.601,-9.170865729,0.066899574
2147830.474,-9.170865635,0.067053792
2152781.735,-9.17086554,0.067208366
2157744.409,-9.170865444,0.067363296
2162718.524,-9.170865348,0.067518583
2167704.105,-9.170865251,0.067674229
2172701.179,-9.170865154,0.067830233
2177709.772,-9.170865057,0.067986596
2182729.912,-9.170864959,0.06814332
2187761.624,-9.170864861,0.068300406
2192804.935,-9.170864762,0.068457853
2197859.873,-9.170864663,0.068615663
2202926.463,-9.170864563,0.068773837
2208004.733,-9.170864463,0.068932376
2213094.71,-9.170864363,0.06909128
2218196.42,-9.170864262,0.069250551
2223309.891,-9.17086416,0.069410189
2228435.149,-9.170864058,0.069570194
2233572.223,-9.170863956,0.069730569
2238721.139,-9.170863853,0.069891313
2243881.924,-9.170863749,0.070052428
2249054.606,-9.170863645,0.070213914
2254239.212,-9.170863541,0.070375772
2259435.77,-9.170863436,0.070538004
2264644.308,-9.170863331,0.070700609
2269864.852,-9.170863225,0.07086359
2275097.431,-9.170863119,0.071026946
2280342.072,-9.170863012,0.071190678
2285598.803,-9.170862905,0.071354788
2290867.653,-9.170862797,0.071519277
2296148.648,-9.170862689,0.071684144
2301441.817,-9.17086258,0.071849392
2306747.189,-9.170862471,0.07201502
2312064.79,-9.170862361,0.07218103
2317394.65,-9.17086225,0.072347423
2322736.796,-9.17086214,0.0725142
2328091.258,-9.170862028,0.072681361
2333458.062,-9.170861917,0.072848907
2338837.239,-9.170861804,0.07301684
2344228.815,-9.170861691,0.073185159
2349632.821,-9.170861578,0.073353867
2355049.284,-9.170861464,0.073522964
2360478.233,-9.17086135,0.07369245
2365919.697,-9.170861235,0.073862327
2371373.706,-9.170861119,0.074032596
2376840.287,-9.170861003,0.074203257
2382319.469,-9.170860887,0.074374311
2387811.283,-9.17086077,0.07454576
2393315.756,-9.170860652,0.074717604
2398832.919,-9.170860534,0.074889844
2404362.8,-9.170860415,0.075062482
2409905.429,-9.170860296,0.075235517
2415460.834,-9.170860176,0.075408951
2421029.047,-9.170860056,0.075582785
2426610.095,-9.170859935,0.075757019
2432204.009,-9.170859813,0.075931656
2437810.818,-9.170859691,0.076106694
2443430.553,-9.170859568,0.076282137
2449063.242,-9.170859445,0.076457983
2454708.916,-9.170859321,0.076634235
2460367.604,-9.170859197,0.076810894
2466039.337,-9.170859072,0.076987959
2471724.145,-9.170858947,0.077165433
2477422.058,-9.170858821,0.077343316
2483133.105,-9.170858694,0.077521609
2488857.318,-9.170858567,0.077700313
2494594.727,-9.170858439,0.077879429
2500345.362,-9.170858311,0.078058957
2506109.253,-9.170858182,0.0782389
2511886.432,-9.170858052,0.078419257
2517676.928,-9.170857922,0.078600031
2523480.772,-9.170857791,0.07878122
2529297.996,-9.17085766,0.078962828
2535128.63,-9.170857528,0.079144854
2540972.706,-9.170857395,0.0793273
2546830.253,-9.170857262,0.079510166
2552701.303,-9.170857128,0.079693454
2558585.887,-9.170856994,0.079877164
2564484.037,-9.170856859,0.080061298
2570395.783,-9.170856723,0.080245856
2576321.157,-9.170856587,0.08043084
2582260.191,-9.17085645,0.08061625
2588212.915,-9.170856312,0.080802088
2594179.362,-9.170856174,0.080988354
2600159.563,-9.170856035,0.081175049
2606153.55,-9.170855896,0.081362175
2612161.354,-9.170855756,0.081549732
2618183.008,-9.170855615,0.081737721
2624218.543,-9.170855473,0.081926144
2630267.992,-9.170855331,0.082115001
2636331.386,-9.170855189,0.082304293
2642408.757,-9.170855045,0.082494022
2648500.139,-9.170854901,0.082684188
2654605.562,-9.170854756,0.082874793
2660725.06,-9.170854611,0.083065837
2666858.665,-9.170854465,0.083257321
2673006.409,-9.170854318,0.083449247
2679168.325,-9.170854171,0.083641615
2685344.446,-9.170854023,0.083834426
2691534.804,-9.170853874,0.084027682
2697739.432,-9.170853724,0.084221384
2703958.364,-9.170853574,0.084415531
