Diff_Out_Magnitude X,Diff_Out_Magnitude Y
1584893192.461117,-80.08254831530083
1678804018.122564,-80.59230728391711
1778279410.038927,-81.10072861467347
1883649089.489805,-81.60795734032646
1995262314.968884,-82.11412344181494
2113489039.836652,-82.61934322285653
2238721138.568345,-83.12372044683842
2371373705.661661,-83.62734728391749
2511886431.509586,-84.13030511026923
2660725059.798816,-84.63266519509753
2818382931.26446,-85.13448930410593
2985382618.917966,-85.63583024119828
3162277660.168386,-86.13673234343344
3349654391.578284,-86.6372319379483
3548133892.335763,-87.13735776429323
3758374042.88445,-87.63713136136525
3981071705.534981,-88.13656741501114
4216965034.285832,-88.63567406047751
4466835921.509642,-89.13445313292627
4731512589.614816,-89.632900359071
5011872336.272735,-90.13100548342848
5308844442.309896,-90.62875232335509
5623413251.903504,-91.12611874794595
5956621435.290119,-91.62307657670213
6309573444.801948,-92.11959139457119
6683439175.686162,-92.61562228060501
7079457843.841396,-93.11112144775825
7498942093.324576,-93.60603379165514
7943282347.242834,-94.10029634624453
8413951416.451971,-94.5938376442582
8912509381.337477,-95.08657698051985
9440608762.859257,-95.57842357623399
10000000000,-96.06927564274217
