Diff_Out_Transient_Settling X,Diff_Out_Transient_Settling Y
1.938577270954746e-08,0.1605465501386657
1.939577270954746e-08,0.1606882817216267
1.940577270954746e-08,0.160829727519691
1.941577270954746e-08,0.1609708877173971
1.942577270954746e-08,0.1611117624999078
1.943577270954746e-08,0.1612523520529888
1.944577270954746e-08,0.1613926565629876
1.945577270954747e-08,0.1615326762168136
1.946577270954747e-08,0.1616724112019164
1.947577270954747e-08,0.1618118617062685
1.948577270954747e-08,0.1619510279183428
1.949577270954747e-08,0.1620899100270961
1.950577270954747e-08,0.1622285082219489
1.951577270954747e-08,0.162366822692767
1.952577270954748e-08,0.1625048536298438
1.953577270954748e-08,0.1626426012238827
1.954577270954748e-08,0.1627800656659799
1.955577270954748e-08,0.1629172471476066
1.956577270954748e-08,0.1630541458605926
1.957577270954748e-08,0.1631907619971106
1.958577270954748e-08,0.1633270957496593
1.959577270954748e-08,0.1634631473110484
1.960577270954749e-08,0.1635989168743832
1.961577270954749e-08,0.1637344046330497
1.962577270954749e-08,0.1638696107806995
1.963577270954749e-08,0.1640045355112364
1.964577270954749e-08,0.1641391790188023
1.965577270954749e-08,0.1642735414977624
1.966577270954749e-08,0.1644076231426934
1.96757727095475e-08,0.1645414241483704
1.96857727095475e-08,0.1646749447097533
1.96957727095475e-08,0.164808185021976
1.97057727095475e-08,0.1649411452803331
1.97157727095475e-08,0.1650738256802698
1.97257727095475e-08,0.1652062264173692
1.97357727095475e-08,0.165338347687342
1.974577270954751e-08,0.1654701896860163
1.975577270954751e-08,0.1656017526093272
1.976577270954751e-08,0.1657330366533056
1.977577270954751e-08,0.1658640420140705
1.978577270954751e-08,0.1659947688878178
1.979577270954751e-08,0.1661252174708131
1.980577270954751e-08,0.166255387959382
1.981577270954752e-08,0.1663852805499016
1.982577270954752e-08,0.1665148954387931
1.983577270954752e-08,0.1666442328225134
1.984577270954752e-08,0.1667732928975477
1.985577270954752e-08,0.1669020758604034
1.986577270954752e-08,0.1670305819076019
1.987577270954752e-08,0.1671588112356727
1.988577270954753e-08,0.1672867640411468
1.989577270954753e-08,0.1674144405205518
1.990577270954753e-08,0.1675418408704046
1.991577270954753e-08,0.1676689652872079
1.992577270954753e-08,0.1677958139674431
1.993577270954753e-08,0.1679223871075677
1.994577270954753e-08,0.1680486849040088
1.995577270954754e-08,0.1681747075531603
1.996577270954754e-08,0.1683004552513787
1.997577270954754e-08,0.1684259281949786
1.998577270954754e-08,0.1685511265802303
1.999577270954754e-08,0.1686760506033562
2.000577270954754e-08,0.1688007004605278
2.001577270954754e-08,0.1689250763478644
2.002577270954755e-08,0.1690491784614288
2.003577270954755e-08,0.169173006997227
2.004577270954755e-08,0.1692965621512051
2.005577270954755e-08,0.1694198441192492
2.006577270954755e-08,0.1695428530971826
2.007577270954755e-08,0.1696655892807658
2.008577270954755e-08,0.1697880528656958
2.009577270954756e-08,0.1699102440476049
2.010577270954756e-08,0.1700321630220608
2.011577270954756e-08,0.1701538099845665
2.012577270954756e-08,0.1702751851305608
2.013577270954756e-08,0.1703962886554187
2.014577270954756e-08,0.1705171207544514
2.015577270954756e-08,0.1706376816229079
2.016577270954757e-08,0.1707579714559763
2.017577270954757e-08,0.1708779904487847
2.018577270954757e-08,0.1709977387964021
2.019577270954757e-08,0.1711172166938425
2.020577270954757e-08,0.1712364243360641
2.021577270954757e-08,0.1713553619179737
2.022577270954757e-08,0.171474029634428
2.023577270954758e-08,0.1715924276802367
2.024577270954758e-08,0.1717105562501653
2.025577270954758e-08,0.1718284155389379
2.026577270954758e-08,0.1719460057412406
2.027577270954758e-08,0.1720633270517257
2.028577270954758e-08,0.172180379665014
2.029577270954758e-08,0.1722971637756996
2.030577270954759e-08,0.1724136795783537
2.031577270954759e-08,0.1725299272675287
2.032577270954759e-08,0.1726459070377624
2.033577270954759e-08,0.1727616190835832
2.034577270954759e-08,0.1728770635995143
2.035577270954759e-08,0.1729922407800788
2.036577270954759e-08,0.1731071508198048
2.03757727095476e-08,0.1732217939132306
2.03857727095476e-08,0.1733361702549099
2.03957727095476e-08,0.1734502800394183
2.04057727095476e-08,0.1735641234613576
2.04157727095476e-08,0.1736777007153629
2.04257727095476e-08,0.173791011996108
2.04357727095476e-08,0.1739040574983117
2.044577270954761e-08,0.1740168374167439
2.045577270954761e-08,0.1741293519462329
2.046577270954761e-08,0.1742416012816712
2.047577270954761e-08,0.1743535856180226
2.048577270954761e-08,0.1744653051503285
2.049577270954761e-08,0.1745767600737159
2.050577270954761e-08,0.1746879505834036
2.051577270954761e-08,0.1747988768747097
2.052577270954762e-08,0.1749095391430596
2.053577270954762e-08,0.1750199375839926
2.054577270954762e-08,0.1751300723931699
2.055577270954762e-08,0.1752399437663823
2.056577270954762e-08,0.1753495518995583
2.057577270954762e-08,0.1754588969887712
2.058577270954762e-08,0.1755679792302477
2.059577270954763e-08,0.1756767988203763
2.060577270954763e-08,0.1757853559557149
2.061577270954763e-08,0.1758936508329995
2.062577270954763e-08,0.1760016836491523
2.063577270954763e-08,0.1761094546012903
2.064577270954763e-08,0.176216963886734
2.065577270954763e-08,0.176324211703016
2.066577270954764e-08,0.1764311982478894
2.067577270954764e-08,0.1765379237193375
2.068577270954764e-08,0.176644388315581
2.069577270954764e-08,0.1767505922350883
2.070577270954764e-08,0.1768565356765841
2.071577270954764e-08,0.1769622188390588
2.072577270954764e-08,0.1770676419217772
2.073577270954765e-08,0.1771728051242873
2.074577270954765e-08,0.1772777086464307
2.075577270954765e-08,0.1773823526883505
2.076577270954765e-08,0.177486737450501
2.077577270954765e-08,0.1775908631336582
2.078577270954765e-08,0.1776947299389282
2.079577270954765e-08,0.1777983380677559
2.080577270954766e-08,0.1779016877219364
2.081577270954766e-08,0.1780047791036227
2.082577270954766e-08,0.1781076124153362
2.083577270954766e-08,0.1782101878599762
2.084577270954766e-08,0.1783125056408291
2.085577270954766e-08,0.1784145659615788
2.086577270954766e-08,0.1785163690263152
2.087577270954767e-08,0.1786179150395445
2.088577270954767e-08,0.1787192042061989
2.089577270954767e-08,0.1788202367316465
2.090577270954767e-08,0.1789210128216999
2.091577270954767e-08,0.1790215326826269
2.092577270954767e-08,0.1791217965211602
2.093577270954767e-08,0.1792218045445065
2.094577270954768e-08,0.1793215569603568
2.095577270954768e-08,0.179421053976895
2.096577270954768e-08,0.1795202958028088
2.097577270954768e-08,0.1796192826472992
2.098577270954768e-08,0.1797180147200892
2.099577270954768e-08,0.179816492231434
2.100577270954768e-08,0.1799147153921311
2.101577270954769e-08,0.1800126844135289
2.102577270954769e-08,0.1801103995075369
2.103577270954769e-08,0.1802078608866358
2.104577270954769e-08,0.180305068763885
2.105577270954769e-08,0.1804020233529346
2.106577270954769e-08,0.1804987248680332
2.107577270954769e-08,0.1805951735240374
2.10857727095477e-08,0.1806913695364223
2.10957727095477e-08,0.1807873131212893
2.11057727095477e-08,0.1808830044953765
2.11157727095477e-08,0.180978443876068
2.11257727095477e-08,0.1810736314814022
2.11357727095477e-08,0.1811685675300813
2.11457727095477e-08,0.1812632522414812
2.115577270954771e-08,0.1813576858356595
2.116577270954771e-08,0.1814518685333645
2.117577270954771e-08,0.1815458005560455
2.118577270954771e-08,0.18163948212586
2.119577270954771e-08,0.1817329134656834
2.120577270954771e-08,0.1818260947991177
2.121577270954771e-08,0.1819190263505002
2.122577270954772e-08,0.1820117083449113
2.123577270954772e-08,0.1821041410081845
2.124577270954772e-08,0.1821963245669139
2.125577270954772e-08,0.1822882592484629
2.126577270954772e-08,0.1823799452809721
2.127577270954772e-08,0.1824713828933684
2.128577270954772e-08,0.1825625723153721
2.129577270954773e-08,0.182653513777506
2.130577270954773e-08,0.1827442075111034
2.131577270954773e-08,0.1828346537483146
2.132577270954773e-08,0.1829248527221166
2.133577270954773e-08,0.1830148046663199
2.134577270954773e-08,0.1831045098155761
2.135577270954773e-08,0.1831939684053857
2.136577270954774e-08,0.1832831806721058
2.137577270954774e-08,0.1833721468529573
2.138577270954774e-08,0.1834608671860318
2.139577270954774e-08,0.1835493419102997
2.140577270954774e-08,0.183637571265616
2.141577270954774e-08,0.1837255554927288
2.142577270954774e-08,0.1838132948332852
2.143577270954774e-08,0.1839007895298388
2.144577270954775e-08,0.1839880398258554
2.145577270954775e-08,0.1840750459657209
2.146577270954775e-08,0.1841618081947464
2.147577270954775e-08,0.1842483267591758
2.148577270954775e-08,0.1843346019061912
2.149577270954775e-08,0.18442063388392
2.150577270954775e-08,0.1845064229414398
2.151577270954776e-08,0.1845919693287852
2.152577270954776e-08,0.1846772732969534
2.153577270954776e-08,0.1847623350979096
2.154577270954776e-08,0.1848471549845937
2.155577270954776e-08,0.1849317332109242
2.156577270954776e-08,0.1850160700318048
2.157577270954776e-08,0.1851001657031291
2.158577270954777e-08,0.1851840204817856
2.159577270954777e-08,0.1852676346256635
2.160577270954777e-08,0.1853510083936569
2.161577270954777e-08,0.1854341420456694
2.162577270954777e-08,0.1855170358426199
2.163577270954777e-08,0.1855996900464458
2.164577270954777e-08,0.1856821049201076
2.165577270954778e-08,0.1857642807275945
2.166577270954778e-08,0.1858462177339271
2.167577270954778e-08,0.1859279162051616
2.168577270954778e-08,0.1860093764083952
2.169577270954778e-08,0.1860905986117675
2.170577270954778e-08,0.1861715830844661
2.171577270954778e-08,0.1862523300967296
2.172577270954779e-08,0.1863328399198504
2.173577270954779e-08,0.1864131128261788
2.174577270954779e-08,0.1864931490891255
2.175577270954779e-08,0.1865729489831651
2.176577270954779e-08,0.1866525127838387
2.177577270954779e-08,0.186731840767757
2.178577270954779e-08,0.1868109332126021
2.17957727095478e-08,0.1868897903971312
2.18057727095478e-08,0.1869684126011781
2.18157727095478e-08,0.1870468001056554
2.18257727095478e-08,0.1871249531925572
2.18357727095478e-08,0.187202872144961
2.18457727095478e-08,0.1872805572470287
2.18557727095478e-08,0.1873580087840099
2.186577270954781e-08,0.1874352270422414
2.187577270954781e-08,0.1875122123091501
2.188577270954781e-08,0.1875889648732544
2.189577270954781e-08,0.1876654850241647
2.190577270954781e-08,0.1877417730525845
2.191577270954781e-08,0.187817829250312
2.192577270954781e-08,0.1878936539102398
2.193577270954782e-08,0.1879692473263566
2.194577270954782e-08,0.1880446097937474
2.195577270954782e-08,0.1881197416085939
2.196577270954782e-08,0.1881946430681742
2.197577270954782e-08,0.1882693144708635
2.198577270954782e-08,0.1883437561161345
2.199577270954782e-08,0.1884179683045565
2.200577270954783e-08,0.1884919513377953
2.201577270954783e-08,0.1885657055186133
2.202577270954783e-08,0.1886392311508684
2.203577270954783e-08,0.1887125285395138
2.204577270954783e-08,0.1887855979905965
2.205577270954783e-08,0.1888584398112577
2.206577270954783e-08,0.1889310543097302
2.207577270954784e-08,0.1890034417953388
2.208577270954784e-08,0.189075602578498
2.209577270954784e-08,0.1891475369707105
2.210577270954784e-08,0.1892192452845665
2.211577270954784e-08,0.1892907278337409
2.212577270954784e-08,0.1893619849329931
2.213577270954784e-08,0.1894330168981634
2.214577270954785e-08,0.1895038240461722
2.215577270954785e-08,0.1895744066950172
2.216577270954785e-08,0.189644765163771
2.217577270954785e-08,0.1897148997725796
2.218577270954785e-08,0.1897848108426587
2.219577270954785e-08,0.1898544986962917
2.220577270954785e-08,0.189923963656827
2.221577270954786e-08,0.1899932060486749
2.222577270954786e-08,0.1900622261973047
2.223577270954786e-08,0.1901310244292416
2.224577270954786e-08,0.1901996010720636
2.225577270954786e-08,0.1902679564543971
2.226577270954786e-08,0.1903360909059151
2.227577270954786e-08,0.1904040047573325
2.228577270954787e-08,0.1904716983404032
2.229577270954787e-08,0.1905391719879149
2.230577270954787e-08,0.1906064260336868
2.231577270954787e-08,0.1906734608125645
2.232577270954787e-08,0.1907402766604165
2.233577270954787e-08,0.1908068739141291
2.234577270954787e-08,0.1908732529116031
2.235577270954787e-08,0.1909394139917485
2.236577270954788e-08,0.1910053574944807
2.237577270954788e-08,0.191071083760715
2.238577270954788e-08,0.1911365931323618
2.239577270954788e-08,0.1912018859523227
2.240577270954788e-08,0.1912669625644849
2.241577270954788e-08,0.1913318233137156
2.242577270954788e-08,0.191396468545858
2.243577270954789e-08,0.1914608986077251
2.244577270954789e-08,0.1915251138470937
2.245577270954789e-08,0.1915891146127008
2.246577270954789e-08,0.1916529012542367
2.247577270954789e-08,0.1917164741223394
2.248577270954789e-08,0.1917798335685889
2.249577270954789e-08,0.191842979945502
2.25057727095479e-08,0.1919059136065252
2.25157727095479e-08,0.1919686349060294
2.25257727095479e-08,0.192031144199304
2.25357727095479e-08,0.19209344184255
2.25457727095479e-08,0.1921555281928734
2.25557727095479e-08,0.1922174036082803
2.25657727095479e-08,0.1922790684476693
2.257577270954791e-08,0.1923405230708248
2.258577270954791e-08,0.192401767838411
2.259577270954791e-08,0.1924628031119645
2.260577270954791e-08,0.1925236292538881
2.261577270954791e-08,0.1925842466274438
2.262577270954791e-08,0.1926446555967453
2.263577270954791e-08,0.1927048565267514
2.264577270954792e-08,0.1927648497832591
2.265577270954792e-08,0.1928246357328964
2.266577270954792e-08,0.1928842147431141
2.267577270954792e-08,0.1929435871821796
2.268577270954792e-08,0.1930027534191689
2.269577270954792e-08,0.1930617138239591
2.270577270954792e-08,0.1931204687672213
2.271577270954793e-08,0.1931790186204128
2.272577270954793e-08,0.1932373637557689
2.273577270954793e-08,0.1932955045462962
2.274577270954793e-08,0.193353441365764
2.275577270954793e-08,0.1934111745886968
2.276577270954793e-08,0.1934687045903658
2.277577270954793e-08,0.1935260317467821
2.278577270954794e-08,0.1935831564346869
2.279577270954794e-08,0.1936400790315459
2.280577270954794e-08,0.1936967999155381
2.281577270954794e-08,0.1937533194655507
2.282577270954794e-08,0.1938096380611685
2.283577270954794e-08,0.1938657560826663
2.284577270954794e-08,0.1939216739110016
2.285577270954795e-08,0.1939773919278047
2.286577270954795e-08,0.194032910515371
2.287577270954795e-08,0.1940882300566523
2.288577270954795e-08,0.1941433509352487
2.289577270954795e-08,0.1941982735353991
2.290577270954795e-08,0.1942529982419735
2.291577270954795e-08,0.1943075254404643
2.292577270954796e-08,0.1943618555169767
2.293577270954796e-08,0.1944159888582211
2.294577270954796e-08,0.1944699258515034
2.295577270954796e-08,0.1945236668847167
2.296577270954796e-08,0.1945772123463326
2.297577270954796e-08,0.194630562625392
2.298577270954796e-08,0.1946837181114955
2.299577270954797e-08,0.1947366791947965
2.300577270954797e-08,0.1947894462659899
2.301577270954797e-08,0.1948420197163048
2.302577270954797e-08,0.1948943999374945
2.303577270954797e-08,0.1949465873218281
2.304577270954797e-08,0.194998582262081
2.305577270954797e-08,0.195050385151526
2.306577270954798e-08,0.1951019963839241
2.307577270954798e-08,0.195153416353515
2.308577270954798e-08,0.1952046454550092
2.309577270954798e-08,0.195255684083577
2.310577270954798e-08,0.1953065326348409
2.311577270954798e-08,0.1953571915048659
2.312577270954798e-08,0.19540766109015
2.313577270954799e-08,0.195457941787615
2.314577270954799e-08,0.1955080339945977
2.315577270954799e-08,0.1955579381088403
2.316577270954799e-08,0.1956076545284806
2.317577270954799e-08,0.1956571836520441
2.318577270954799e-08,0.1957065258784335
2.319577270954799e-08,0.19575568160692
2.3205772709548e-08,0.1958046512371343
2.3215772709548e-08,0.1958534351690561
2.3225772709548e-08,0.1959020338030062
2.3235772709548e-08,0.1959504475396369
2.3245772709548e-08,0.1959986767799217
2.3255772709548e-08,0.1960467219251466
2.3265772709548e-08,0.1960945833769018
2.3275772709548e-08,0.1961422615370708
2.328577270954801e-08,0.1961897568078225
2.329577270954801e-08,0.1962370695916008
2.330577270954801e-08,0.1962842002911164
2.331577270954801e-08,0.1963311493093362
2.332577270954801e-08,0.1963779170494753
2.333577270954801e-08,0.196424503914987
2.334577270954801e-08,0.196470910309554
2.335577270954802e-08,0.1965171366370791
2.336577270954802e-08,0.1965631833016758
2.337577270954802e-08,0.1966090507076592
2.338577270954802e-08,0.1966547392595368
2.339577270954802e-08,0.1967002493619996
2.340577270954802e-08,0.1967455814199121
2.341577270954802e-08,0.1967907358383043
2.342577270954803e-08,0.1968357130223619
2.343577270954803e-08,0.1968805133774176
2.344577270954803e-08,0.1969251373089415
2.345577270954803e-08,0.1969695852225322
2.346577270954803e-08,0.1970138575239089
2.347577270954803e-08,0.1970579546189003
2.348577270954803e-08,0.1971018769134372
2.349577270954804e-08,0.197145624813543
2.350577270954804e-08,0.1971891987253251
2.351577270954804e-08,0.1972325990549655
2.352577270954804e-08,0.1972758262087122
2.353577270954804e-08,0.1973188805928704
2.354577270954804e-08,0.1973617626137938
2.355577270954804e-08,0.1974044726778751
2.356577270954805e-08,0.1974470111915385
2.357577270954805e-08,0.1974893785612298
2.358577270954805e-08,0.1975315751934084
2.359577270954805e-08,0.1975736014945377
2.360577270954805e-08,0.1976154578710784
2.361577270954805e-08,0.197657144729478
2.362577270954805e-08,0.1976986624761631
2.363577270954806e-08,0.1977400115175308
2.364577270954806e-08,0.1977811922599398
2.365577270954806e-08,0.1978222051097027
2.366577270954806e-08,0.1978630504730773
2.367577270954806e-08,0.1979037287562578
2.368577270954806e-08,0.1979442403653672
2.369577270954806e-08,0.1979845857064485
2.370577270954807e-08,0.1980247651854568
2.371577270954807e-08,0.1980647792082505
2.372577270954807e-08,0.1981046281805846
2.373577270954807e-08,0.1981443125081005
2.374577270954807e-08,0.1981838325963193
2.375577270954807e-08,0.1982231888506336
2.376577270954807e-08,0.1982623816762997
2.377577270954808e-08,0.1983014114784292
2.378577270954808e-08,0.198340278661981
2.379577270954808e-08,0.1983789836317541
2.380577270954808e-08,0.1984175267923795
2.381577270954808e-08,0.1984559085483124
2.382577270954808e-08,0.1984941293038246
2.383577270954808e-08,0.1985321894629968
2.384577270954809e-08,0.1985700894297111
2.385577270954809e-08,0.1986078296076433
2.386577270954809e-08,0.1986454104002553
2.387577270954809e-08,0.1986828322107881
2.388577270954809e-08,0.1987200954422541
2.389577270954809e-08,0.1987572004974302
2.390577270954809e-08,0.1987941477788502
2.39157727095481e-08,0.1988309376887966
2.39257727095481e-08,0.1988675706292954
2.39357727095481e-08,0.1989040470021073
2.39457727095481e-08,0.1989403672087214
2.39557727095481e-08,0.1989765316503483
2.39657727095481e-08,0.1990125407279129
2.39757727095481e-08,0.1990483948420472
2.398577270954811e-08,0.1990840943930843
2.399577270954811e-08,0.1991196397810502
2.400577270954811e-08,0.1991550314056586
2.401577270954811e-08,0.1991902696663034
2.402577270954811e-08,0.1992253549620523
2.403577270954811e-08,0.1992602876916402
2.404577270954811e-08,0.1992950682534623
2.405577270954812e-08,0.1993296970455687
2.406577270954812e-08,0.1993641744656568
2.407577270954812e-08,0.1993985009110658
2.408577270954812e-08,0.19943267677877
2.409577270954812e-08,0.1994667024653725
2.410577270954812e-08,0.1995005783670999
2.411577270954812e-08,0.1995343048797955
2.412577270954813e-08,0.1995678823989129
2.413577270954813e-08,0.1996013113195104
2.414577270954813e-08,0.1996345920362458
2.415577270954813e-08,0.1996677249433697
2.416577270954813e-08,0.1997007104347197
2.417577270954813e-08,0.1997335489037154
2.418577270954813e-08,0.1997662407433516
2.419577270954813e-08,0.1997987863461937
2.420577270954814e-08,0.1998311861043721
2.421577270954814e-08,0.199863440409576
2.422577270954814e-08,0.1998955496530482
2.423577270954814e-08,0.1999275142255802
2.424577270954814e-08,0.1999593345175067
2.425577270954814e-08,0.1999910109187002
2.426577270954814e-08,0.2000225438185657
2.427577270954815e-08,0.2000539336060361
2.428577270954815e-08,0.2000851806695669
2.429577270954815e-08,0.2001162853971303
2.430577270954815e-08,0.2001472481762121
2.431577270954815e-08,0.2001780693938054
2.432577270954815e-08,0.200208749436407
2.433577270954815e-08,0.2002392886900105
2.434577270954816e-08,0.200269687540104
2.435577270954816e-08,0.2002999463716644
2.436577270954816e-08,0.2003300655691526
2.437577270954816e-08,0.2003600455165097
2.438577270954816e-08,0.2003898865971518
2.439577270954816e-08,0.2004195891939666
2.440577270954816e-08,0.2004491536893083
2.441577270954817e-08,0.2004785804649931
2.442577270954817e-08,0.2005078699022961
2.443577270954817e-08,0.2005370223819465
2.444577270954817e-08,0.2005660382841237
2.445577270954817e-08,0.2005949179884527
2.446577270954817e-08,0.2006236618740016
2.447577270954817e-08,0.2006522703192757
2.448577270954818e-08,0.2006807437022158
2.449577270954818e-08,0.2007090824001928
2.450577270954818e-08,0.2007372867900047
2.451577270954818e-08,0.2007653572478731
2.452577270954818e-08,0.2007932941494394
2.453577270954818e-08,0.2008210978697615
2.454577270954818e-08,0.20084876878331
2.455577270954819e-08,0.2008763072639647
2.456577270954819e-08,0.200903713685012
2.457577270954819e-08,0.2009309884191414
2.458577270954819e-08,0.2009581318384414
2.459577270954819e-08,0.2009851443143972
2.460577270954819e-08,0.2010120262178879
2.461577270954819e-08,0.2010387779191829
2.46257727095482e-08,0.2010653997879388
2.46357727095482e-08,0.2010918921931965
2.46457727095482e-08,0.2011182555033793
2.46557727095482e-08,0.2011444900862885
2.46657727095482e-08,0.2011705963091024
2.46757727095482e-08,0.2011965745383723
2.46857727095482e-08,0.2012224251400202
2.469577270954821e-08,0.2012481484793371
2.470577270954821e-08,0.2012737449209788
2.471577270954821e-08,0.2012992148289654
2.472577270954821e-08,0.2013245585666772
2.473577270954821e-08,0.2013497764968533
2.474577270954821e-08,0.2013748689815891
2.475577270954821e-08,0.2013998363823342
2.476577270954822e-08,0.2014246790598901
2.477577270954822e-08,0.2014493973744079
2.478577270954822e-08,0.2014739916853872
2.479577270954822e-08,0.2014984623516719
2.480577270954822e-08,0.2015228097314511
2.481577270954822e-08,0.2015470341822552
2.482577270954822e-08,0.2015711360609546
2.483577270954823e-08,0.2015951157237581
2.484577270954823e-08,0.2016189735262112
2.485577270954823e-08,0.201642709823194
2.486577270954823e-08,0.2016663249689201
2.487577270954823e-08,0.2016898193169344
2.488577270954823e-08,0.2017131932201123
2.489577270954823e-08,0.2017364470306574
2.490577270954824e-08,0.2017595811001008
2.491577270954824e-08,0.2017825957792996
2.492577270954824e-08,0.2018054914184352
2.493577270954824e-08,0.2018282683670123
2.494577270954824e-08,0.2018509269738579
2.495577270954824e-08,0.2018734675871195
2.496577270954824e-08,0.2018958905542645
2.497577270954825e-08,0.201918196222079
2.498577270954825e-08,0.2019403849366667
2.499577270954825e-08,0.2019624570434481
2.500577270954825e-08,0.2019844128871594
2.501577270954825e-08,0.2020062528118517
2.502577270954825e-08,0.20202797716089
2.503577270954825e-08,0.2020495862769525
2.504577270954826e-08,0.2020710805020302
2.505577270954826e-08,0.2020924601774254
2.506577270954826e-08,0.2021137256437515
2.507577270954826e-08,0.2021348772409328
2.508577270954826e-08,0.2021559153082038
2.509577270954826e-08,0.202176840184108
2.510577270954826e-08,0.2021976522064974
2.511577270954826e-08,0.2022183517125337
2.512577270954827e-08,0.2022389390386857
2.513577270954827e-08,0.2022594145207306
2.514577270954827e-08,0.2022797784937523
2.515577270954827e-08,0.202300031292143
2.516577270954827e-08,0.2023201732496011
2.517577270954827e-08,0.2023402046991319
2.518577270954827e-08,0.2023601259730476
2.519577270954828e-08,0.2023799374029666
2.520577270954828e-08,0.202399639319814
2.521577270954828e-08,0.2024192320538215
2.522577270954828e-08,0.2024387159345268
2.523577270954828e-08,0.2024580912907742
2.524577270954828e-08,0.202477358450715
2.525577270954828e-08,0.2024965177418069
2.526577270954829e-08,0.2025155694908144
2.527577270954829e-08,0.2025345140238091
2.528577270954829e-08,0.2025533516661703
2.529577270954829e-08,0.2025720827425842
2.530577270954829e-08,0.2025907075770454
2.531577270954829e-08,0.2026092264928565
2.532577270954829e-08,0.2026276398126284
2.53357727095483e-08,0.2026459478582814
2.53457727095483e-08,0.2026641509510451
2.53557727095483e-08,0.2026822494114587
2.53657727095483e-08,0.2027002435593723
2.53757727095483e-08,0.2027181337139465
2.53857727095483e-08,0.2027359201936536
2.53957727095483e-08,0.2027536033162777
2.540577270954831e-08,0.2027711833989156
2.541577270954831e-08,0.202788660757978
2.542577270954831e-08,0.2028060357091891
2.543577270954831e-08,0.2028233085675877
2.544577270954831e-08,0.2028404796475285
2.545577270954831e-08,0.2028575492626825
2.546577270954831e-08,0.2028745177260376
2.547577270954832e-08,0.2028913853498997
2.548577270954832e-08,0.202908152445893
2.549577270954832e-08,0.2029248193249615
2.550577270954832e-08,0.2029413862973701
2.551577270954832e-08,0.2029578536727048
2.552577270954832e-08,0.2029742217598739
2.553577270954832e-08,0.2029904908671096
2.554577270954833e-08,0.2030066613019678
2.555577270954833e-08,0.2030227333713305
2.556577270954833e-08,0.2030387073814055
2.557577270954833e-08,0.2030545836377287
2.558577270954833e-08,0.2030703624451639
2.559577270954833e-08,0.2030860441079052
2.560577270954833e-08,0.2031016289294778
2.561577270954834e-08,0.2031171172127382
2.562577270954834e-08,0.2031325092598768
2.563577270954834e-08,0.2031478053724183
2.564577270954834e-08,0.2031630058512228
2.565577270954834e-08,0.2031781109964873
2.566577270954834e-08,0.2031931211077469
2.567577270954834e-08,0.2032080364838761
2.568577270954835e-08,0.2032228574230902
2.569577270954835e-08,0.2032375842229467
2.570577270954835e-08,0.2032522171803463
2.571577270954835e-08,0.2032667565915344
2.572577270954835e-08,0.2032812027521024
2.573577270954835e-08,0.2032955559569888
2.574577270954835e-08,0.2033098165004816
2.575577270954836e-08,0.2033239846762188
2.576577270954836e-08,0.2033380607771897
2.577577270954836e-08,0.2033520450957372
2.578577270954836e-08,0.2033659379235582
2.579577270954836e-08,0.2033797395517061
2.580577270954836e-08,0.2033934502705913
2.581577270954836e-08,0.2034070703699838
2.582577270954837e-08,0.2034206001390135
2.583577270954837e-08,0.2034340398661728
2.584577270954837e-08,0.2034473898393174
2.585577270954837e-08,0.2034606503456677
2.586577270954837e-08,0.2034738216718111
2.587577270954837e-08,0.2034869041037028
2.588577270954837e-08,0.203499897926668
2.589577270954838e-08,0.2035128034254035
2.590577270954838e-08,0.2035256208839782
2.591577270954838e-08,0.2035383505858362
2.592577270954838e-08,0.2035509928137975
2.593577270954838e-08,0.2035635478500596
2.594577270954838e-08,0.2035760159761991
2.595577270954838e-08,0.2035883974731743
2.596577270954839e-08,0.2036006926213252
2.597577270954839e-08,0.2036129017003769
2.598577270954839e-08,0.2036250249894397
2.599577270954839e-08,0.203637062767011
2.600577270954839e-08,0.2036490153109782
2.601577270954839e-08,0.2036608828986195
2.602577270954839e-08,0.2036726658066051
2.603577270954839e-08,0.2036843643109995
2.60457727095484e-08,0.2036959786872631
2.60557727095484e-08,0.2037075092102537
2.60657727095484e-08,0.2037189561542283
2.60757727095484e-08,0.2037303197928449
2.60857727095484e-08,0.203741600399164
2.60957727095484e-08,0.20375279824565
2.61057727095484e-08,0.2037639136041737
2.611577270954841e-08,0.2037749467460135
2.612577270954841e-08,0.2037858979418568
2.613577270954841e-08,0.2037967674618021
2.614577270954841e-08,0.2038075555753609
2.615577270954841e-08,0.2038182625514587
2.616577270954841e-08,0.2038288886584374
2.617577270954841e-08,0.2038394341640564
2.618577270954842e-08,0.2038498993354949
2.619577270954842e-08,0.2038602844393531
2.620577270954842e-08,0.2038705897416541
2.621577270954842e-08,0.2038808155078455
2.622577270954842e-08,0.2038909620028011
2.623577270954842e-08,0.2039010294908234
2.624577270954842e-08,0.2039110182356436
2.625577270954843e-08,0.2039209285004242
2.626577270954843e-08,0.2039307605477614
2.627577270954843e-08,0.2039405146396854
2.628577270954843e-08,0.2039501910376635
2.629577270954843e-08,0.2039597900025999
2.630577270954843e-08,0.2039693117948398
2.631577270954843e-08,0.2039787566741688
2.632577270954844e-08,0.203988124899816
2.633577270954844e-08,0.2039974167304551
2.634577270954844e-08,0.2040066324242059
2.635577270954844e-08,0.2040157722386365
2.636577270954844e-08,0.2040248364307644
2.637577270954844e-08,0.204033825257058
2.638577270954844e-08,0.2040427389734394
