Diff_Out_Transient_Settling X,Diff_Out_Transient_Settling Y
2.12e-09,2.815525590449397e-13
2.13e-09,2.814415367424772e-13
2.14e-09,2.811084698350896e-13
2.150000000000001e-09,2.812194921375522e-13
2.160000000000001e-09,2.812194921375522e-13
2.170000000000001e-09,2.812194921375522e-13
2.180000000000001e-09,2.813305144400147e-13
2.190000000000001e-09,2.812194921375522e-13
2.200000000000002e-09,2.813305144400147e-13
2.210000000000002e-09,2.814415367424772e-13
2.220000000000002e-09,2.816635813474022e-13
2.230000000000002e-09,2.818856259523272e-13
2.240000000000002e-09,2.816635813474022e-13
2.250000000000002e-09,2.816635813474022e-13
2.260000000000003e-09,2.814415367424772e-13
2.270000000000003e-09,2.813305144400147e-13
2.280000000000003e-09,2.814415367424772e-13
2.290000000000003e-09,2.813305144400147e-13
2.300000000000003e-09,2.813305144400147e-13
2.310000000000003e-09,2.813305144400147e-13
2.320000000000004e-09,2.814415367424772e-13
2.330000000000004e-09,2.815525590449397e-13
2.340000000000004e-09,2.815525590449397e-13
2.350000000000004e-09,2.816635813474022e-13
2.360000000000004e-09,2.816635813474022e-13
2.370000000000004e-09,2.816635813474022e-13
2.380000000000005e-09,2.815525590449397e-13
2.390000000000005e-09,2.814415367424772e-13
2.400000000000005e-09,2.815525590449397e-13
2.410000000000005e-09,2.814415367424772e-13
2.420000000000005e-09,2.815525590449397e-13
2.430000000000005e-09,2.817746036498647e-13
2.440000000000006e-09,2.817746036498647e-13
2.450000000000006e-09,2.817746036498647e-13
2.460000000000006e-09,2.817746036498647e-13
2.470000000000006e-09,2.818856259523272e-13
2.480000000000006e-09,2.817746036498647e-13
2.490000000000006e-09,2.819966482547898e-13
2.500000000000007e-09,2.822186928597148e-13
2.510000000000007e-09,2.822186928597148e-13
2.520000000000007e-09,2.822186928597148e-13
2.530000000000007e-09,2.821076705572523e-13
2.540000000000007e-09,2.821076705572523e-13
2.550000000000008e-09,2.821076705572523e-13
2.560000000000008e-09,2.823297151621773e-13
2.570000000000008e-09,2.822186928597148e-13
2.580000000000008e-09,2.823297151621773e-13
2.590000000000008e-09,2.822186928597148e-13
2.600000000000008e-09,2.822186928597148e-13
2.610000000000009e-09,2.822186928597148e-13
2.620000000000009e-09,2.822186928597148e-13
2.630000000000009e-09,2.821076705572523e-13
2.640000000000009e-09,2.818856259523272e-13
2.650000000000009e-09,2.819966482547898e-13
2.660000000000009e-09,2.818856259523272e-13
2.67000000000001e-09,2.815525590449397e-13
2.68000000000001e-09,2.815525590449397e-13
2.69000000000001e-09,2.815525590449397e-13
2.70000000000001e-09,2.817746036498647e-13
2.71000000000001e-09,2.817746036498647e-13
2.72000000000001e-09,2.817746036498647e-13
2.730000000000011e-09,2.816635813474022e-13
2.740000000000011e-09,2.816635813474022e-13
2.750000000000011e-09,2.817746036498647e-13
2.760000000000011e-09,2.815525590449397e-13
2.770000000000011e-09,2.816635813474022e-13
2.780000000000011e-09,2.816635813474022e-13
2.790000000000012e-09,2.817746036498647e-13
2.800000000000012e-09,2.819966482547898e-13
2.810000000000012e-09,2.821076705572523e-13
2.820000000000012e-09,2.822186928597148e-13
2.830000000000012e-09,2.822186928597148e-13
2.840000000000013e-09,2.821076705572523e-13
2.850000000000013e-09,2.821076705572523e-13
2.860000000000013e-09,2.818856259523272e-13
2.870000000000013e-09,2.817746036498647e-13
2.880000000000013e-09,2.815525590449397e-13
2.890000000000013e-09,2.814415367424772e-13
2.900000000000014e-09,2.813305144400147e-13
2.910000000000014e-09,2.812194921375522e-13
2.920000000000014e-09,2.812194921375522e-13
2.930000000000014e-09,2.812194921375522e-13
2.940000000000014e-09,2.812194921375522e-13
2.950000000000014e-09,2.812194921375522e-13
2.960000000000015e-09,2.812194921375522e-13
2.970000000000015e-09,2.813305144400147e-13
2.980000000000015e-09,2.814415367424772e-13
2.990000000000015e-09,2.815525590449397e-13
3.000000000000015e-09,2.814415367424772e-13
3.010000000000015e-09,2.813305144400147e-13
3.020000000000016e-09,2.812194921375522e-13
3.030000000000016e-09,2.811084698350896e-13
3.040000000000016e-09,2.809974475326271e-13
3.050000000000016e-09,2.807754029277021e-13
3.060000000000016e-09,2.807754029277021e-13
3.070000000000016e-09,2.806643806252396e-13
3.080000000000017e-09,2.807754029277021e-13
3.090000000000017e-09,2.806643806252396e-13
3.100000000000017e-09,2.806643806252396e-13
3.110000000000017e-09,2.806643806252396e-13
3.120000000000017e-09,2.806643806252396e-13
3.130000000000018e-09,2.805533583227771e-13
3.140000000000018e-09,2.80331313717852e-13
3.150000000000018e-09,2.80331313717852e-13
3.160000000000018e-09,2.80331313717852e-13
3.170000000000018e-09,2.806643806252396e-13
3.180000000000018e-09,2.808864252301646e-13
3.190000000000019e-09,2.807754029277021e-13
3.200000000000019e-09,2.805533583227771e-13
3.210000000000019e-09,2.806643806252396e-13
3.220000000000019e-09,2.804423360203145e-13
3.230000000000019e-09,2.80331313717852e-13
3.240000000000019e-09,2.80331313717852e-13
3.25000000000002e-09,2.802202914153895e-13
3.26000000000002e-09,2.802202914153895e-13
3.27000000000002e-09,2.802202914153895e-13
3.28000000000002e-09,2.802202914153895e-13
3.29000000000002e-09,2.802202914153895e-13
3.30000000000002e-09,2.802202914153895e-13
3.310000000000021e-09,2.804423360203145e-13
3.320000000000021e-09,2.804423360203145e-13
3.330000000000021e-09,2.806643806252396e-13
3.340000000000021e-09,2.806643806252396e-13
3.350000000000021e-09,2.806643806252396e-13
3.360000000000021e-09,2.806643806252396e-13
3.370000000000022e-09,2.806643806252396e-13
3.380000000000022e-09,2.805533583227771e-13
3.390000000000022e-09,2.805533583227771e-13
3.400000000000022e-09,2.80331313717852e-13
3.410000000000022e-09,2.802202914153895e-13
3.420000000000023e-09,2.799982468104645e-13
3.430000000000023e-09,2.796651799030769e-13
3.440000000000023e-09,2.796651799030769e-13
3.450000000000023e-09,2.796651799030769e-13
3.460000000000023e-09,2.796651799030769e-13
3.470000000000023e-09,2.79887224508002e-13
3.480000000000024e-09,2.80109269112927e-13
3.490000000000024e-09,2.80331313717852e-13
3.500000000000024e-09,2.804423360203145e-13
3.510000000000024e-09,2.804423360203145e-13
3.520000000000024e-09,2.805533583227771e-13
3.530000000000024e-09,2.805533583227771e-13
3.540000000000025e-09,2.806643806252396e-13
3.550000000000025e-09,2.806643806252396e-13
3.560000000000025e-09,2.806643806252396e-13
3.570000000000025e-09,2.806643806252396e-13
3.580000000000025e-09,2.806643806252396e-13
3.590000000000025e-09,2.806643806252396e-13
3.600000000000026e-09,2.808864252301646e-13
3.610000000000026e-09,2.811084698350896e-13
3.620000000000026e-09,2.811084698350896e-13
3.630000000000026e-09,2.811084698350896e-13
3.640000000000026e-09,2.809974475326271e-13
3.650000000000026e-09,2.807754029277021e-13
3.660000000000027e-09,2.809974475326271e-13
3.670000000000027e-09,2.814415367424772e-13
3.680000000000027e-09,2.815525590449397e-13
3.690000000000027e-09,2.816635813474022e-13
3.700000000000027e-09,2.817746036498647e-13
3.710000000000028e-09,2.815525590449397e-13
3.720000000000028e-09,2.813305144400147e-13
3.730000000000027e-09,2.811084698350896e-13
3.740000000000027e-09,2.808864252301646e-13
3.750000000000027e-09,2.808864252301646e-13
3.760000000000027e-09,2.808864252301646e-13
3.770000000000026e-09,2.807754029277021e-13
3.780000000000026e-09,2.809974475326271e-13
3.790000000000026e-09,2.808864252301646e-13
3.800000000000026e-09,2.809974475326271e-13
3.810000000000026e-09,2.812194921375522e-13
3.820000000000025e-09,2.813305144400147e-13
3.830000000000025e-09,2.814415367424772e-13
3.840000000000025e-09,2.815525590449397e-13
3.850000000000025e-09,2.814415367424772e-13
3.860000000000024e-09,2.812194921375522e-13
3.870000000000024e-09,2.813305144400147e-13
3.880000000000024e-09,2.814415367424772e-13
3.890000000000024e-09,2.816635813474022e-13
3.900000000000023e-09,2.815525590449397e-13
3.910000000000023e-09,2.817746036498647e-13
3.920000000000023e-09,2.818856259523272e-13
3.930000000000023e-09,2.818856259523272e-13
3.940000000000022e-09,2.816635813474022e-13
3.950000000000022e-09,2.815525590449397e-13
3.960000000000022e-09,2.814415367424772e-13
3.970000000000022e-09,2.814415367424772e-13
3.980000000000021e-09,2.814415367424772e-13
3.990000000000021e-09,2.816635813474022e-13
4.000000000000021e-09,2.816635813474022e-13
4.010000000000021e-09,2.816635813474022e-13
4.02000000000002e-09,2.817746036498647e-13
4.03000000000002e-09,2.816635813474022e-13
4.04000000000002e-09,2.818856259523272e-13
4.05000000000002e-09,2.819966482547898e-13
4.060000000000019e-09,2.819966482547898e-13
4.070000000000019e-09,2.821076705572523e-13
4.080000000000019e-09,2.819966482547898e-13
4.090000000000019e-09,2.819966482547898e-13
4.100000000000019e-09,2.821076705572523e-13
4.110000000000018e-09,2.821076705572523e-13
4.120000000000018e-09,2.821076705572523e-13
4.130000000000018e-09,2.817746036498647e-13
4.140000000000018e-09,2.816635813474022e-13
4.150000000000017e-09,2.814415367424772e-13
4.160000000000017e-09,2.812194921375522e-13
4.170000000000017e-09,2.811084698350896e-13
4.180000000000017e-09,2.811084698350896e-13
4.190000000000016e-09,2.809974475326271e-13
4.200000000000016e-09,2.808864252301646e-13
4.210000000000016e-09,2.808864252301646e-13
4.220000000000016e-09,2.808864252301646e-13
4.230000000000015e-09,2.808864252301646e-13
4.240000000000015e-09,2.807754029277021e-13
4.250000000000015e-09,2.806643806252396e-13
4.260000000000015e-09,2.807754029277021e-13
4.270000000000014e-09,2.806643806252396e-13
4.280000000000014e-09,2.807754029277021e-13
4.290000000000014e-09,2.808864252301646e-13
4.300000000000014e-09,2.809974475326271e-13
4.310000000000013e-09,2.809974475326271e-13
4.320000000000013e-09,2.807754029277021e-13
4.330000000000013e-09,2.805533583227771e-13
4.340000000000013e-09,2.804423360203145e-13
4.350000000000012e-09,2.80331313717852e-13
4.360000000000012e-09,2.80331313717852e-13
4.370000000000012e-09,2.802202914153895e-13
4.380000000000012e-09,2.80109269112927e-13
4.390000000000012e-09,2.79887224508002e-13
4.400000000000011e-09,2.797762022055394e-13
4.410000000000011e-09,2.797762022055394e-13
4.420000000000011e-09,2.796651799030769e-13
4.430000000000011e-09,2.796651799030769e-13
4.44000000000001e-09,2.796651799030769e-13
4.45000000000001e-09,2.79887224508002e-13
4.46000000000001e-09,2.80109269112927e-13
4.47000000000001e-09,2.80331313717852e-13
4.480000000000009e-09,2.804423360203145e-13
4.490000000000009e-09,2.804423360203145e-13
4.500000000000009e-09,2.802202914153895e-13
4.510000000000009e-09,2.802202914153895e-13
4.520000000000008e-09,2.80109269112927e-13
4.530000000000008e-09,2.79887224508002e-13
4.540000000000008e-09,2.799982468104645e-13
4.550000000000008e-09,2.797762022055394e-13
4.560000000000007e-09,2.797762022055394e-13
4.570000000000007e-09,2.797762022055394e-13
4.580000000000007e-09,2.797762022055394e-13
4.590000000000007e-09,2.797762022055394e-13
4.600000000000006e-09,2.797762022055394e-13
4.610000000000006e-09,2.79887224508002e-13
4.620000000000006e-09,2.799982468104645e-13
4.630000000000006e-09,2.79887224508002e-13
4.640000000000005e-09,2.796651799030769e-13
4.650000000000005e-09,2.794431352981519e-13
4.660000000000005e-09,2.793321129956894e-13
4.670000000000005e-09,2.792210906932269e-13
4.680000000000005e-09,2.792210906932269e-13
4.690000000000004e-09,2.791100683907644e-13
4.700000000000004e-09,2.793321129956894e-13
4.710000000000004e-09,2.794431352981519e-13
4.720000000000004e-09,2.793321129956894e-13
4.730000000000003e-09,2.792210906932269e-13
4.740000000000003e-09,2.791100683907644e-13
4.750000000000003e-09,2.792210906932269e-13
4.760000000000003e-09,2.792210906932269e-13
4.770000000000002e-09,2.793321129956894e-13
4.780000000000002e-09,2.793321129956894e-13
4.790000000000002e-09,2.791100683907644e-13
4.800000000000002e-09,2.791100683907644e-13
4.810000000000001e-09,2.792210906932269e-13
4.820000000000001e-09,2.792210906932269e-13
4.830000000000001e-09,2.792210906932269e-13
4.840000000000001e-09,2.792210906932269e-13
4.85e-09,2.792210906932269e-13
4.86e-09,2.791100683907644e-13
4.87e-09,2.788880237858393e-13
4.88e-09,2.787770014833768e-13
4.889999999999999e-09,2.786659791809143e-13
4.899999999999999e-09,2.787770014833768e-13
4.909999999999999e-09,2.788880237858393e-13
4.919999999999999e-09,2.789990460883018e-13
4.929999999999998e-09,2.789990460883018e-13
4.939999999999998e-09,2.788880237858393e-13
4.949999999999998e-09,2.786659791809143e-13
4.959999999999998e-09,2.786659791809143e-13
4.969999999999998e-09,2.783329122735267e-13
4.979999999999997e-09,2.782218899710642e-13
4.989999999999997e-09,2.781108676686017e-13
4.999999999999997e-09,2.781108676686017e-13
5.009999999999997e-09,2.779998453661392e-13
5.019999999999996e-09,2.777778007612142e-13
5.029999999999996e-09,2.775557561562891e-13
5.039999999999996e-09,2.774447338538266e-13
5.049999999999996e-09,2.774447338538266e-13
5.059999999999995e-09,2.773337115513641e-13
5.069999999999995e-09,2.770006446439766e-13
5.079999999999995e-09,2.76889622341514e-13
5.089999999999995e-09,2.767786000390515e-13
5.099999999999994e-09,2.767786000390515e-13
5.109999999999994e-09,2.767786000390515e-13
5.119999999999994e-09,2.765565554341265e-13
5.129999999999994e-09,2.76445533131664e-13
5.139999999999993e-09,2.763345108292015e-13
5.149999999999993e-09,2.76445533131664e-13
5.159999999999993e-09,2.76667577736589e-13
5.169999999999993e-09,2.767786000390515e-13
5.179999999999992e-09,2.76889622341514e-13
5.189999999999992e-09,2.76889622341514e-13
5.199999999999992e-09,2.770006446439766e-13
5.209999999999992e-09,2.772226892489016e-13
5.219999999999991e-09,2.772226892489016e-13
5.229999999999991e-09,2.772226892489016e-13
5.239999999999991e-09,2.772226892489016e-13
5.249999999999991e-09,2.773337115513641e-13
5.259999999999991e-09,2.774447338538266e-13
5.26999999999999e-09,2.774447338538266e-13
5.27999999999999e-09,2.776667784587517e-13
5.28999999999999e-09,2.776667784587517e-13
5.29999999999999e-09,2.777778007612142e-13
5.309999999999989e-09,2.777778007612142e-13
5.319999999999989e-09,2.778888230636767e-13
5.329999999999989e-09,2.779998453661392e-13
5.339999999999989e-09,2.781108676686017e-13
5.349999999999988e-09,2.778888230636767e-13
5.359999999999988e-09,2.778888230636767e-13
5.369999999999988e-09,2.777778007612142e-13
5.379999999999988e-09,2.775557561562891e-13
5.389999999999987e-09,2.774447338538266e-13
5.399999999999987e-09,2.772226892489016e-13
5.409999999999987e-09,2.771116669464391e-13
5.419999999999987e-09,2.772226892489016e-13
5.429999999999986e-09,2.771116669464391e-13
5.439999999999986e-09,2.771116669464391e-13
5.449999999999986e-09,2.76889622341514e-13
5.459999999999986e-09,2.76889622341514e-13
5.469999999999985e-09,2.76667577736589e-13
5.479999999999985e-09,2.765565554341265e-13
5.489999999999985e-09,2.76445533131664e-13
5.499999999999985e-09,2.760014439218139e-13
5.509999999999984e-09,2.757793993168889e-13
5.519999999999984e-09,2.756683770144264e-13
5.529999999999984e-09,2.754463324095013e-13
5.539999999999984e-09,2.754463324095013e-13
5.549999999999984e-09,2.755573547119639e-13
5.559999999999983e-09,2.755573547119639e-13
5.569999999999983e-09,2.754463324095013e-13
5.579999999999983e-09,2.755573547119639e-13
5.589999999999983e-09,2.754463324095013e-13
5.599999999999982e-09,2.756683770144264e-13
5.609999999999982e-09,2.756683770144264e-13
5.619999999999982e-09,2.753353101070388e-13
5.629999999999982e-09,2.753353101070388e-13
5.639999999999981e-09,2.753353101070388e-13
5.649999999999981e-09,2.755573547119639e-13
5.659999999999981e-09,2.756683770144264e-13
5.669999999999981e-09,2.756683770144264e-13
5.67999999999998e-09,2.756683770144264e-13
5.68999999999998e-09,2.757793993168889e-13
5.69999999999998e-09,2.756683770144264e-13
5.70999999999998e-09,2.755573547119639e-13
5.719999999999979e-09,2.756683770144264e-13
5.729999999999979e-09,2.755573547119639e-13
5.739999999999979e-09,2.755573547119639e-13
5.749999999999979e-09,2.754463324095013e-13
5.759999999999978e-09,2.756683770144264e-13
5.769999999999978e-09,2.755573547119639e-13
5.779999999999978e-09,2.754463324095013e-13
5.789999999999978e-09,2.754463324095013e-13
5.799999999999977e-09,2.752242878045763e-13
5.809999999999977e-09,2.751132655021138e-13
5.819999999999977e-09,2.750022431996513e-13
5.829999999999977e-09,2.750022431996513e-13
5.839999999999977e-09,2.752242878045763e-13
5.849999999999976e-09,2.752242878045763e-13
5.859999999999976e-09,2.753353101070388e-13
5.869999999999976e-09,2.752242878045763e-13
5.879999999999976e-09,2.752242878045763e-13
5.889999999999975e-09,2.751132655021138e-13
5.899999999999975e-09,2.748912208971888e-13
5.909999999999975e-09,2.746691762922637e-13
5.919999999999975e-09,2.746691762922637e-13
5.929999999999974e-09,2.747801985947262e-13
5.939999999999974e-09,2.747801985947262e-13
5.949999999999974e-09,2.748912208971888e-13
5.959999999999974e-09,2.750022431996513e-13
5.969999999999973e-09,2.751132655021138e-13
5.979999999999973e-09,2.751132655021138e-13
5.989999999999973e-09,2.753353101070388e-13
5.999999999999973e-09,2.753353101070388e-13
6.009999999999972e-09,2.754463324095013e-13
6.019999999999972e-09,2.753353101070388e-13
6.029999999999972e-09,2.752242878045763e-13
6.039999999999972e-09,2.748912208971888e-13
6.049999999999971e-09,2.746691762922637e-13
6.059999999999971e-09,2.745581539898012e-13
6.069999999999971e-09,2.744471316873387e-13
6.079999999999971e-09,2.744471316873387e-13
6.08999999999997e-09,2.744471316873387e-13
6.09999999999997e-09,2.743361093848762e-13
6.10999999999997e-09,2.743361093848762e-13
6.11999999999997e-09,2.742250870824137e-13
6.12999999999997e-09,2.741140647799511e-13
6.139999999999969e-09,2.738920201750261e-13
6.149999999999969e-09,2.741140647799511e-13
6.159999999999969e-09,2.738920201750261e-13
6.169999999999969e-09,2.741140647799511e-13
6.179999999999968e-09,2.741140647799511e-13
6.189999999999968e-09,2.742250870824137e-13
6.199999999999968e-09,2.742250870824137e-13
6.209999999999968e-09,2.742250870824137e-13
6.219999999999967e-09,2.742250870824137e-13
6.229999999999967e-09,2.741140647799511e-13
6.239999999999967e-09,2.742250870824137e-13
6.249999999999967e-09,2.744471316873387e-13
6.259999999999966e-09,2.744471316873387e-13
6.269999999999966e-09,2.747801985947262e-13
6.279999999999966e-09,2.747801985947262e-13
6.289999999999966e-09,2.748912208971888e-13
6.299999999999965e-09,2.748912208971888e-13
6.309999999999965e-09,2.747801985947262e-13
6.319999999999965e-09,2.748912208971888e-13
6.329999999999965e-09,2.751132655021138e-13
6.339999999999964e-09,2.752242878045763e-13
6.349999999999964e-09,2.753353101070388e-13
6.359999999999964e-09,2.753353101070388e-13
6.369999999999964e-09,2.754463324095013e-13
6.379999999999963e-09,2.753353101070388e-13
