M0:cdd (L=1.80e-07) Y,M0:cdd (L=3.60e-07) Y,M0:cdd (L=1.00e-06) Y,M0:cgb (L=1.80e-07) Y,M0:cgb (L=3.60e-07) Y,M0:cgb (L=1.00e-06) Y,M0:cgd (L=1.80e-07) Y,M0:cgd (L=3.60e-07) Y,M0:cgd (L=1.00e-06) Y,M0:cgg (L=1.80e-07) Y,M0:cgg (L=3.60e-07) Y,M0:cgg (L=1.00e-06) Y,M0:cgs (L=1.80e-07) Y,M0:cgs (L=3.60e-07) Y,M0:cgs (L=1.00e-06) Y,M0:cjd (L=1.80e-07) Y,M0:cjd (L=3.60e-07) Y,M0:cjd (L=1.00e-06) Y,M0:cjs (L=1.80e-07) Y,M0:cjs (L=3.60e-07) Y,M0:cjs (L=1.00e-06) Y,M0:css (L=1.80e-07) Y,M0:css (L=3.60e-07) Y,M0:css (L=1.00e-06) Y,M0:gds (L=1.80e-07) Y,M0:gds (L=3.60e-07) Y,M0:gds (L=1.00e-06) Y,M0:gm (L=1.80e-07) Y,M0:gm (L=3.60e-07) Y,M0:gm (L=1.00e-06) Y,M0:id (L=1.80e-07) Y,M0:id (L=3.60e-07) Y,M0:id (L=1.00e-06) Y,M0:vgs (L=1.80e-07) Y,M0:vgs (L=3.60e-07) Y,M0:vgs (L=1.00e-06) Y,M0:vth (L=1.80e-07) Y,M0:vth (L=3.60e-07) Y,M0:vth (L=1.00e-06) Y
3.25E-15,3.25E-15,3.24E-15,-2.15E-16,-4.82E-16,-1.25E-15,-3.24E-15,-3.22E-15,-3.18E-15,1.11E-14,1.76E-14,4.00E-14,-7.69E-15,-1.39E-14,-3.56E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,3.92E-05,1.13E-05,2.10E-06,0.000903256,0.000410245,0.000143987,-0.00026711,-0.000127554,-4.66E-05,-1,-1,-1,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.24E-15,-2.11E-16,-4.73E-16,-1.22E-15,-3.24E-15,-3.22E-15,-3.18E-15,1.11E-14,1.76E-14,4.00E-14,-7.70E-15,-1.39E-14,-3.56E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,4.32E-05,1.24E-05,2.27E-06,0.000925342,0.000422665,0.000148822,-0.00028997,-0.000137966,-5.03E-05,-1.025,-1.025,-1.025,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.24E-15,-2.08E-16,-4.64E-16,-1.18E-15,-3.24E-15,-3.23E-15,-3.19E-15,1.11E-14,1.76E-14,4.00E-14,-7.70E-15,-1.39E-14,-3.57E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,4.73E-05,1.35E-05,2.45E-06,0.000946458,0.000434806,0.000153612,-0.000313369,-0.000148685,-5.41E-05,-1.05,-1.05,-1.05,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.25E-15,-2.05E-16,-4.55E-16,-1.15E-15,-3.24E-15,-3.23E-15,-3.19E-15,1.11E-14,1.76E-14,4.00E-14,-7.70E-15,-1.39E-14,-3.57E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,5.18E-05,1.47E-05,2.64E-06,0.000966614,0.000446661,0.000158354,-0.000337285,-0.000159704,-5.80E-05,-1.075,-1.075,-1.075,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.25E-15,-2.02E-16,-4.46E-16,-1.12E-15,-3.24E-15,-3.23E-15,-3.20E-15,1.11E-14,1.76E-14,4.00E-14,-7.70E-15,-1.39E-14,-3.57E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,5.65E-05,1.60E-05,2.84E-06,0.000985814,0.000458223,0.000163046,-0.000361692,-0.000171015,-6.20E-05,-1.1,-1.1,-1.1,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.26E-15,-1.99E-16,-4.37E-16,-1.09E-15,-3.24E-15,-3.23E-15,-3.20E-15,1.11E-14,1.76E-14,4.00E-14,-7.71E-15,-1.39E-14,-3.58E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,6.14E-05,1.73E-05,3.06E-06,0.001004057,0.000469487,0.000167685,-0.000386568,-0.000182612,-6.61E-05,-1.125,-1.125,-1.125,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.26E-15,-1.96E-16,-4.28E-16,-1.06E-15,-3.24E-15,-3.23E-15,-3.21E-15,1.11E-14,1.76E-14,4.00E-14,-7.71E-15,-1.39E-14,-3.58E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,6.67E-05,1.88E-05,3.30E-06,0.001021345,0.000480447,0.000172268,-0.000411887,-0.000194487,-7.04E-05,-1.15,-1.15,-1.15,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.27E-15,-1.93E-16,-4.19E-16,-1.03E-15,-3.24E-15,-3.23E-15,-3.21E-15,1.11E-14,1.76E-14,4.00E-14,-7.71E-15,-1.39E-14,-3.58E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,7.22E-05,2.03E-05,3.57E-06,0.00103768,0.000491099,0.000176792,-0.000437627,-0.000206632,-7.47E-05,-1.175,-1.175,-1.175,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.27E-15,-1.90E-16,-4.10E-16,-9.93E-16,-3.24E-15,-3.23E-15,-3.22E-15,1.11E-14,1.76E-14,4.00E-14,-7.71E-15,-1.39E-14,-3.58E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,7.80E-05,2.20E-05,3.85E-06,0.001053065,0.000501438,0.000181254,-0.000463763,-0.00021904,-7.92E-05,-1.2,-1.2,-1.2,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.28E-15,-1.87E-16,-4.01E-16,-9.62E-16,-3.24E-15,-3.23E-15,-3.22E-15,1.11E-14,1.76E-14,4.00E-14,-7.72E-15,-1.39E-14,-3.59E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,8.42E-05,2.37E-05,4.17E-06,0.001067505,0.000511459,0.00018565,-0.000490272,-0.000231701,-8.38E-05,-1.225,-1.225,-1.225,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.25E-15,3.29E-15,-1.84E-16,-3.93E-16,-9.30E-16,-3.24E-15,-3.23E-15,-3.23E-15,1.11E-14,1.76E-14,4.01E-14,-7.72E-15,-1.40E-14,-3.59E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,9.06E-05,2.56E-05,4.53E-06,0.001081005,0.000521158,0.000189974,-0.000517131,-0.00024461,-8.85E-05,-1.25,-1.25,-1.25,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.26E-15,3.29E-15,-1.81E-16,-3.84E-16,-8.98E-16,-3.24E-15,-3.23E-15,-3.24E-15,1.11E-14,1.76E-14,4.01E-14,-7.72E-15,-1.40E-14,-3.59E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,9.74E-05,2.76E-05,4.93E-06,0.001093572,0.000530528,0.000194221,-0.000544315,-0.000257757,-9.33E-05,-1.275,-1.275,-1.275,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.26E-15,3.30E-15,-1.78E-16,-3.75E-16,-8.67E-16,-3.24E-15,-3.24E-15,-3.25E-15,1.11E-14,1.76E-14,4.01E-14,-7.72E-15,-1.40E-14,-3.59E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,0.000104615,2.98E-05,5.39E-06,0.001105212,0.000539561,0.000198382,-0.000571801,-0.000271133,-9.82E-05,-1.3,-1.3,-1.3,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.26E-15,3.31E-15,-1.75E-16,-3.66E-16,-8.35E-16,-3.24E-15,-3.24E-15,-3.26E-15,1.11E-14,1.76E-14,4.01E-14,-7.73E-15,-1.40E-14,-3.60E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,0.000112174,3.21E-05,5.91E-06,0.00111593,0.000548247,0.000202447,-0.000599568,-0.000284732,-0.000103213,-1.325,-1.325,-1.325,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.26E-15,3.32E-15,-1.72E-16,-3.58E-16,-8.03E-16,-3.24E-15,-3.24E-15,-3.27E-15,1.11E-14,1.76E-14,4.01E-14,-7.73E-15,-1.40E-14,-3.60E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,0.000120137,3.47E-05,6.52E-06,0.00112573,0.000556574,0.0002064,-0.00062759,-0.000298543,-0.000108324,-1.35,-1.35,-1.35,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.26E-15,3.33E-15,-1.69E-16,-3.49E-16,-7.72E-16,-3.24E-15,-3.24E-15,-3.29E-15,1.11E-14,1.76E-14,4.01E-14,-7.73E-15,-1.40E-14,-3.60E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,0.000128529,3.74E-05,7.23E-06,0.001134614,0.000564524,0.000210225,-0.000655847,-0.000312557,-0.000113532,-1.375,-1.375,-1.375,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.27E-15,3.35E-15,-1.66E-16,-3.40E-16,-7.40E-16,-3.24E-15,-3.24E-15,-3.30E-15,1.11E-14,1.76E-14,4.01E-14,-7.73E-15,-1.40E-14,-3.60E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,0.000137381,4.04E-05,8.09E-06,0.001142583,0.000572073,0.000213895,-0.000684313,-0.000326766,-0.000118834,-1.4,-1.4,-1.4,-0.515143171,-0.457806699,-0.409827367
3.25E-15,3.27E-15,3.36E-15,-1.63E-16,-3.32E-16,-7.08E-16,-3.24E-15,-3.25E-15,-3.32E-15,1.11E-14,1.76E-14,4.01E-14,-7.74E-15,-1.40E-14,-3.61E-14,0,0,0,0,0,0,5.61E-15,9.03E-15,2.13E-14,0.000146725,4.37E-05,9.12E-06,0.001149632,0.000579194,0.000217381,-0.000712968,-0.000341157,-0.000124225,-1.425,-1.425,-1.425,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.27E-15,3.38E-15,-1.60E-16,-3.23E-16,-6.76E-16,-3.24E-15,-3.25E-15,-3.34E-15,1.11E-14,1.76E-14,4.01E-14,-7.74E-15,-1.40E-14,-3.61E-14,0,0,0,0,0,0,5.61E-15,9.02E-15,2.13E-14,0.000156602,4.73E-05,1.04E-05,0.001155753,0.000585846,0.000220643,-0.000741787,-0.000355721,-0.000129701,-1.45,-1.45,-1.45,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.27E-15,3.40E-15,-1.58E-16,-3.14E-16,-6.44E-16,-3.24E-15,-3.25E-15,-3.36E-15,1.11E-14,1.76E-14,4.01E-14,-7.74E-15,-1.40E-14,-3.61E-14,0,0,0,0,0,0,5.60E-15,9.02E-15,2.13E-14,0.00016706,5.14E-05,1.19E-05,0.00116093,0.000591982,0.000223635,-0.000770748,-0.000370445,-0.000135255,-1.475,-1.475,-1.475,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.28E-15,3.42E-15,-1.55E-16,-3.05E-16,-6.12E-16,-3.25E-15,-3.25E-15,-3.38E-15,1.11E-14,1.76E-14,4.01E-14,-7.74E-15,-1.40E-14,-3.61E-14,0,0,0,0,0,0,5.60E-15,9.02E-15,2.13E-14,0.000178157,5.59E-05,1.38E-05,0.001165142,0.00059754,0.000226305,-0.000799826,-0.000385316,-0.00014088,-1.5,-1.5,-1.5,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.28E-15,3.45E-15,-1.52E-16,-2.97E-16,-5.80E-16,-3.25E-15,-3.26E-15,-3.41E-15,1.11E-14,1.76E-14,4.01E-14,-7.75E-15,-1.40E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.02E-15,2.13E-14,0.000189961,6.11E-05,1.61E-05,0.001168358,0.000602446,0.000228597,-0.000828997,-0.000400317,-0.000146567,-1.525,-1.525,-1.525,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.29E-15,3.47E-15,-1.49E-16,-2.88E-16,-5.48E-16,-3.25E-15,-3.26E-15,-3.44E-15,1.11E-14,1.76E-14,4.02E-14,-7.75E-15,-1.40E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.02E-15,2.12E-14,0.000202557,6.70E-05,1.89E-05,0.001170539,0.000606617,0.000230461,-0.000858235,-0.000415432,-0.000152306,-1.55,-1.55,-1.55,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.29E-15,3.51E-15,-1.46E-16,-2.79E-16,-5.16E-16,-3.25E-15,-3.27E-15,-3.47E-15,1.11E-14,1.76E-14,4.02E-14,-7.75E-15,-1.40E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.02E-15,2.12E-14,0.000216042,7.38E-05,2.22E-05,0.001171631,0.000609961,0.000231859,-0.000887514,-0.000430641,-0.000158086,-1.575,-1.575,-1.575,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.29E-15,3.54E-15,-1.43E-16,-2.71E-16,-4.83E-16,-3.25E-15,-3.27E-15,-3.51E-15,1.11E-14,1.76E-14,4.02E-14,-7.75E-15,-1.40E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.02E-15,2.12E-14,0.000230536,8.16E-05,2.61E-05,0.001171569,0.000612387,0.000232774,-0.000916807,-0.000445922,-0.000163895,-1.6,-1.6,-1.6,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.30E-15,3.58E-15,-1.40E-16,-2.62E-16,-4.51E-16,-3.25E-15,-3.28E-15,-3.55E-15,1.11E-14,1.76E-14,4.02E-14,-7.75E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.01E-15,2.12E-14,0.000246172,9.05E-05,3.05E-05,0.001170278,0.000613818,0.000233211,-0.000946083,-0.000461252,-0.000169721,-1.625,-1.625,-1.625,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.31E-15,3.63E-15,-1.37E-16,-2.53E-16,-4.18E-16,-3.25E-15,-3.28E-15,-3.60E-15,1.11E-14,1.76E-14,4.02E-14,-7.76E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.01E-15,2.12E-14,0.000263098,0.000100538,3.55E-05,0.001167672,0.000614203,0.000233202,-0.00097531,-0.000476605,-0.000175552,-1.65,-1.65,-1.65,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.31E-15,3.68E-15,-1.34E-16,-2.45E-16,-3.85E-16,-3.25E-15,-3.29E-15,-3.65E-15,1.11E-14,1.76E-14,4.03E-14,-7.76E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.01E-15,2.12E-14,0.000281468,0.000111859,4.09E-05,0.001163665,0.000613529,0.000232795,-0.001004455,-0.000491953,-0.000181378,-1.675,-1.675,-1.675,-0.515143171,-0.457806699,-0.409827367
3.26E-15,3.32E-15,3.73E-15,-1.31E-16,-2.36E-16,-3.52E-16,-3.25E-15,-3.30E-15,-3.72E-15,1.11E-14,1.76E-14,4.03E-14,-7.76E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.01E-15,2.12E-14,0.000301424,0.000124392,4.67E-05,0.001158179,0.000611827,0.000232048,-0.001033481,-0.000507272,-0.000187189,-1.7,-1.7,-1.7,-0.515143171,-0.457806699,-0.409827367
3.27E-15,3.33E-15,3.80E-15,-1.29E-16,-2.27E-16,-3.18E-16,-3.25E-15,-3.31E-15,-3.79E-15,1.11E-14,1.76E-14,4.03E-14,-7.76E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.00E-15,2.11E-14,0.000323082,0.000138057,5.29E-05,0.001151157,0.000609168,0.000231023,-0.001062351,-0.000522537,-0.000192978,-1.725,-1.725,-1.725,-0.515143171,-0.457806699,-0.409827367
3.27E-15,3.34E-15,3.87E-15,-1.26E-16,-2.19E-16,-2.85E-16,-3.25E-15,-3.31E-15,-3.86E-15,1.11E-14,1.76E-14,4.04E-14,-7.77E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,9.00E-15,2.11E-14,0.000346507,0.000152728,5.92E-05,0.00114258,0.000605656,0.000229777,-0.001091026,-0.000537724,-0.000198738,-1.75,-1.75,-1.75,-0.515143171,-0.457806699,-0.409827367
3.27E-15,3.35E-15,3.95E-15,-1.23E-16,-2.10E-16,-2.51E-16,-3.26E-15,-3.32E-15,-3.95E-15,1.11E-14,1.76E-14,4.04E-14,-7.77E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,8.99E-15,2.11E-14,0.000371698,0.000168254,6.58E-05,0.001132478,0.000601412,0.000228358,-0.001119467,-0.000552813,-0.000204465,-1.775,-1.775,-1.775,-0.515143171,-0.457806699,-0.409827367
3.27E-15,3.36E-15,4.04E-15,-1.20E-16,-2.01E-16,-2.17E-16,-3.26E-15,-3.34E-15,-4.05E-15,1.11E-14,1.76E-14,4.05E-14,-7.77E-15,-1.41E-14,-3.62E-14,0,0,0,0,0,0,5.60E-15,8.99E-15,2.10E-14,0.00039858,0.000184473,7.25E-05,0.001120932,0.000596563,0.000226807,-0.001147638,-0.000567789,-0.000210155,-1.8,-1.8,-1.8,-0.515143171,-0.457806699,-0.409827367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.63693E-15,3.8633E-15,1.15959E-14,3.24801E-15,3.24159E-15,3.21968E-15,,,,3.25394E-15,3.27915E-15,3.44737E-15,,,,,,,,,,,,,,,,6.73868E-12,8.76271E-12,8.29421E-12,0,0,0,0.515143171,0.457806699,0.409827367
,,,1.61551E-15,3.81536E-15,1.14579E-14,3.24808E-15,3.24173E-15,3.22007E-15,,,,3.25394E-15,3.27889E-15,3.44569E-15,,,,,,,,,,,,,,,,1.28923E-11,1.69212E-11,1.60589E-11,0.025,0.025,0.025,0.515143171,0.457806699,0.409827367
,,,1.5949E-15,3.76912E-15,1.13245E-14,3.24814E-15,3.24187E-15,3.22045E-15,,,,3.25394E-15,3.2787E-15,3.44461E-15,,,,,,,,,,,,,,,,2.46683E-11,3.26694E-11,3.10755E-11,0.05,0.05,0.05,0.515143171,0.457806699,0.409827367
,,,1.57504E-15,3.72448E-15,1.11953E-14,3.24821E-15,3.24201E-15,3.22081E-15,,,,3.25396E-15,3.27862E-15,3.44462E-15,,,,,,,,,,,,,,,,4.71943E-11,6.30434E-11,6.00734E-11,0.075,0.075,0.075,0.515143171,0.457806699,0.409827367
,,,1.5559E-15,3.68132E-15,1.10698E-14,3.24827E-15,3.24213E-15,3.22115E-15,,,,3.254E-15,3.27874E-15,3.4467E-15,,,,,,,,,,,,,,,,9.02604E-11,1.21561E-10,1.15956E-10,0.1,0.1,0.1,0.515143171,0.457806699,0.409827367
,,,1.53741E-15,3.63951E-15,1.09473E-14,3.24833E-15,3.24226E-15,3.22148E-15,,,,3.25408E-15,3.27924E-15,3.45272E-15,,,,,,,,,,,,,,,,1.72533E-10,2.34126E-10,2.23354E-10,0.125,0.125,0.125,0.515143171,0.457806699,0.409827367
,,,1.51955E-15,3.59888E-15,1.08266E-14,3.24839E-15,3.24237E-15,3.22178E-15,,,,3.25423E-15,3.28047E-15,3.46632E-15,,,,,,,,,,,,,,,,3.29544E-10,4.50204E-10,4.28987E-10,0.15,0.15,0.15,0.515143171,0.457806699,0.409827367
,,,1.50225E-15,3.55918E-15,1.07057E-14,3.24844E-15,3.24248E-15,3.22203E-15,,,,3.25453E-15,3.28311E-15,3.49454E-15,,,,,,,,,,,,,,,,6.2876E-10,8.63808E-10,8.20785E-10,0.175,0.175,0.175,0.515143171,0.457806699,0.409827367
,,,1.48544E-15,3.52E-15,1.05808E-14,3.2485E-15,3.24258E-15,3.22222E-15,,,,3.2551E-15,3.28846E-15,3.55101E-15,,,,,,,,,,,,,,,,1.19788E-09,1.6525E-09,1.56256E-09,0.2,0.2,0.2,0.515143171,0.457806699,0.409827367
,,,1.46904E-15,3.48065E-15,1.04452E-14,3.24855E-15,3.24267E-15,3.22227E-15,,,,3.25621E-15,3.29905E-15,3.66186E-15,,,,,,,,,,,,,,,,2.27755E-09,3.1489E-09,2.95574E-09,0.225,0.225,0.225,0.515143171,0.457806699,0.409827367
,,,1.45288E-15,3.43984E-15,1.02859E-14,3.24859E-15,3.24273E-15,3.22209E-15,,,,3.25833E-15,3.31969E-15,3.87659E-15,,,,,,,,,,,,,,,,4.31866E-09,5.96971E-09,5.54726E-09,0.25,0.25,0.25,0.515143171,0.457806699,0.409827367
,,,1.43672E-15,3.39521E-15,1.00799E-14,3.24863E-15,3.24273E-15,3.22146E-15,,,,3.2624E-15,3.35965E-15,4.28691E-15,,,,,,,,,,,,,,,,8.15968E-09,1.12439E-08,1.03152E-08,0.275,0.275,0.275,0.515143171,0.457806699,0.409827367
,,,1.42009E-15,3.34238E-15,9.78655E-15,3.24866E-15,3.24265E-15,3.22003E-15,,,,3.27019E-15,3.43631E-15,5.05512E-15,,,,,,,,,,,,,,,,1.53449E-08,2.10088E-08,1.89865E-08,0.3,0.3,0.3,0.515143171,0.457806699,0.409827367
,,,1.40213E-15,3.27347E-15,9.34125E-15,3.24867E-15,3.2424E-15,3.2172E-15,,,,3.28505E-15,3.58168E-15,6.44371E-15,,,,,,,,,,,,,,,,2.86853E-08,3.88868E-08,3.458E-08,0.325,0.325,0.325,0.515143171,0.457806699,0.409827367
,,,1.3813E-15,3.17483E-15,8.65927E-15,3.24864E-15,3.24185E-15,3.21218E-15,,,,3.31324E-15,3.85181E-15,8.80444E-15,,,,,,,,,,,,,,,,5.32279E-08,7.1231E-08,6.23288E-08,0.35,0.35,0.35,0.515143171,0.457806699,0.409827367
,,,1.35479E-15,3.02513E-15,7.67352E-15,3.24854E-15,3.24078E-15,3.20431E-15,,,,3.36627E-15,4.33582E-15,1.24308E-14,,,,,,,,,,,,,,,,9.79028E-08,1.29066E-07,1.11157E-07,0.375,0.375,0.375,0.515143171,0.457806699,0.409827367
,,,1.31777E-15,2.79727E-15,6.41791E-15,3.24832E-15,3.23891E-15,3.19382E-15,,,,3.46435E-15,5.1495E-15,1.72182E-14,,,,,,,,,,,,,,,,1.78291E-07,2.3133E-07,1.95709E-07,0.4,0.4,0.4,0.515143171,0.457806699,0.409827367
,,,1.26248E-15,2.47181E-15,5.08329E-15,3.2479E-15,3.23602E-15,3.1824E-15,,,,3.64028E-15,6.3815E-15,2.24165E-14,,,,,,,,,,,,,,,,3.21265E-07,4.09959E-07,3.38314E-07,0.425,0.425,0.425,0.515143171,0.457806699,0.409827367
,,,1.17849E-15,2.06389E-15,3.92277E-15,3.24715E-15,3.23224E-15,3.17241E-15,,,,3.93918E-15,7.98009E-15,2.69904E-14,,,,,,,,,,,,,,,,5.72704E-07,7.16657E-07,5.69417E-07,0.45,0.45,0.45,0.515143171,0.457806699,0.409827367
,,,1.0565E-15,1.63785E-15,3.07822E-15,3.24595E-15,3.22819E-15,3.16525E-15,,,,4.40309E-15,9.68518E-15,3.03296E-14,,,,,,,,,,,,,,,,1.00979E-06,1.22906E-06,9.24831E-07,0.475,0.475,0.475,0.515143171,0.457806699,0.409827367
,,,8.97845E-16,1.27308E-15,2.53668E-15,3.24432E-15,3.2247E-15,3.16091E-15,,,,5.03092E-15,1.11628E-14,3.24529E-14,,,,,,,,,,,,,,,,1.75822E-06,2.05115E-06,1.43975E-06,0.5,0.5,0.5,0.515143171,0.457806699,0.409827367
,,,7.23067E-16,1.01057E-15,2.21226E-15,3.24246E-15,3.22221E-15,3.15863E-15,,,,5.73969E-15,1.22305E-14,3.36908E-14,,,,,,,,,,,,,,,,3.01019E-06,3.30274E-06,2.14181E-06,0.525,0.525,0.525,0.515143171,0.457806699,0.409827367
,,,5.64346E-16,8.43462E-16,2.02058E-15,3.24075E-15,3.22069E-15,3.15766E-15,,,,6.39317E-15,1.29055E-14,3.43808E-14,,,,,,,,,,,,,,,,5.03104E-06,5.09827E-06,3.04664E-06,0.55,0.55,0.55,0.515143171,0.457806699,0.409827367
,,,4.44026E-16,7.43881E-16,1.90333E-15,3.23945E-15,3.21988E-15,3.15746E-15,,,,6.89247E-15,1.32981E-14,3.47602E-14,,,,,,,,,,,,,,,,8.13871E-06,7.52356E-06,4.15737E-06,0.575,0.575,0.575,0.515143171,0.457806699,0.409827367
,,,3.64552E-16,6.85402E-16,1.82599E-15,3.23861E-15,3.21952E-15,3.1577E-15,,,,7.22215E-15,1.35167E-14,3.49718E-14,,,,,,,,,,,,,,,,1.26505E-05,1.06216E-05,5.46763E-06,0.6,0.6,0.6,0.515143171,0.457806699,0.409827367
,,,3.16311E-16,6.49961E-16,1.76957E-15,3.23812E-15,3.2194E-15,3.15821E-15,,,,7.41969E-15,1.36366E-14,3.5095E-14,,,,,,,,,,,,,,,,1.88151E-05,1.43926E-05,6.96573E-06,0.625,0.625,0.625,0.515143171,0.457806699,0.409827367
,,,2.88032E-16,6.26888E-16,1.72402E-15,3.23788E-15,3.21944E-15,3.15888E-15,,,,7.53161E-15,1.37031E-14,3.51721E-14,,,,,,,,,,,,,,,,2.67621E-05,1.88054E-05,8.63842E-06,0.65,0.65,0.65,0.515143171,0.457806699,0.409827367
,,,2.71303E-16,6.10315E-16,1.68414E-15,3.23777E-15,3.21956E-15,3.15969E-15,,,,7.59342E-15,1.37414E-14,3.52254E-14,,,,,,,,,,,,,,,,3.64922E-05,2.3812E-05,1.04733E-05,0.675,0.675,0.675,0.515143171,0.457806699,0.409827367
,,,2.6091E-16,5.97133E-16,1.64725E-15,3.23774E-15,3.21973E-15,3.1606E-15,,,,7.62749E-15,1.37649E-14,3.52665E-14,,,,,,,,,,,,,,,,4.79037E-05,2.93606E-05,1.24601E-05,0.7,0.7,0.7,0.515143171,0.457806699,0.409827367
,,,2.53899E-16,5.85724E-16,1.61197E-15,3.23776E-15,3.21993E-15,3.16161E-15,,,,7.64663E-15,1.37808E-14,3.53012E-14,,,,,,,,,,,,,,,,6.08375E-05,3.54036E-05,1.45908E-05,0.725,0.725,0.725,0.515143171,0.457806699,0.409827367
,,,2.48671E-16,5.75251E-16,1.5776E-15,3.23781E-15,3.22017E-15,3.16272E-15,,,,7.65787E-15,1.37928E-14,3.53327E-14,,,,,,,,,,,,,,,,7.51172E-05,4.1901E-05,1.68596E-05,0.75,0.75,0.75,0.515143171,0.457806699,0.409827367
,,,2.44381E-16,5.65287E-16,1.54378E-15,3.23787E-15,3.22043E-15,3.16394E-15,,,,7.66497E-15,1.38027E-14,3.53625E-14,,,,,,,,,,,,,,,,9.05778E-05,4.88216E-05,1.92624E-05,0.775,0.775,0.775,0.515143171,0.457806699,0.409827367
,,,2.40589E-16,5.55609E-16,1.51031E-15,3.23794E-15,3.22071E-15,3.16528E-15,,,,7.66989E-15,1.38115E-14,3.53915E-14,,,,,,,,,,,,,,,,0.000107079,5.61414E-05,2.17963E-05,0.8,0.8,0.8,0.515143171,0.457806699,0.409827367
,,,2.37065E-16,5.46105E-16,1.4771E-15,3.23802E-15,3.22102E-15,3.16674E-15,,,,7.67369E-15,1.38198E-14,3.542E-14,,,,,,,,,,,,,,,,0.000124507,6.38426E-05,2.44596E-05,0.825,0.825,0.825,0.515143171,0.457806699,0.409827367
,,,2.33691E-16,5.36713E-16,1.44408E-15,3.2381E-15,3.22135E-15,3.16834E-15,,,,7.6769E-15,1.38278E-14,3.54483E-14,,,,,,,,,,,,,,,,0.000142775,7.19116E-05,2.72506E-05,0.85,0.85,0.85,0.515143171,0.457806699,0.409827367
